id,cluster,center_distance
50078,2,0.80175304
86955,2,0.8882911
162438,2,0.9080846
305565,2,0.8721515
321571,2,0.9206172
325146,2,1.0029831
437855,2,0.90046835
321997,2,0.96852916
130001,2,0.86860514
82586,2,0.8313255
154372,2,0.83953947
17244,4,0.9902255
28032,2,0.90649265
390272,4,1.024365
22469,2,0.91339195
10657,2,0.94955903
38446,4,0.92946666
42798,2,0.86111873
255293,0,0.926259
129623,2,0.90070486
310345,2,0.97667754
205645,2,0.86801255
163370,2,0.79152346
276121,2,0.92289656
219414,2,0.9427391
99805,2,0.98700607
355,2,0.7385294
371464,2,0.93832016
291004,2,0.93302727
439026,2,0.8919265
213356,2,0.97529984
71267,2,0.9113555
66416,2,0.9934674
198570,2,0.9129028
53476,2,0.88568676
136732,1,0.8634565
70438,2,0.9011153
382269,2,0.8895781
356,2,0.83344924
3496,2,0.8979322
6630,2,0.94045436
288146,2,0.8331132
468226,2,0.88941437
147765,2,0.8231446
58670,2,0.8029173
269195,5,0.9064639
39136,2,0.9255469
154554,2,0.93868095
377192,2,0.9506668
95355,2,0.9300073
358587,2,0.9360654
459131,2,0.9663855
406699,2,0.98376137
198350,5,0.9188895
119534,2,0.89205015
77051,2,0.98270476
147382,2,0.93111897
247965,2,0.8751436
413696,2,0.86812353
118194,2,0.91519976
180791,2,0.8954103
187297,2,0.88943183
122839,2,0.8995726
45126,2,0.99219805
504717,2,0.85259145
147284,5,0.9037772
387084,2,0.9623242
384516,2,0.94349164
317351,2,0.96245444
287382,2,0.9480599
348099,2,0.88638425
91807,2,0.95186925
482431,2,0.9404
437715,2,0.8467999
279229,2,0.7858742
107676,2,0.9294957
261203,2,0.8155557
390265,2,0.8887391
82012,5,0.87564474
308056,2,0.8610744
85092,2,0.8865496
315878,4,0.99736524
130727,0,0.7765152
41260,2,0.8895041
241413,4,0.93332005
305069,4,0.95980656
90902,2,0.85341775
252927,2,0.7828719
175166,2,0.9464793
243482,2,0.89586604
33882,2,0.8430853
428150,2,0.91815215
97282,2,0.83670455
251086,2,0.7768796
18770,2,0.8340574
100300,2,0.9052149
17067,2,0.9362428
440895,4,0.9902558
151382,2,0.91589713
102946,2,0.935263
102816,2,0.85060525
117494,2,0.96972436
15543,2,0.96635795
322176,2,0.94442856
92014,2,0.9908039
138247,2,0.75647163
82952,4,1.0223157
402065,4,0.91850287
250915,5,0.9383119
63904,2,0.9390761
72207,4,1.0122839
267970,2,0.7658245
39547,2,0.7956362
56439,2,0.79916465
427204,4,1.0058408
338123,3,0.81282675
84180,2,0.8811041
278395,2,0.9106124
18072,2,0.7900982
142340,2,0.9472741
255574,5,0.911885
72114,2,0.79199666
47227,2,0.9098099
99801,2,0.8458042
19209,2,0.878613
123719,2,0.967224
222408,2,0.90470344
333605,2,0.86082214
278340,2,0.95492554
164667,2,0.9442612
186057,5,0.9569404
21859,5,0.85668445
288398,2,0.9063883
140070,4,1.0148301
53453,2,0.8495992
325879,2,0.8261466
2945,4,1.0014079
274859,2,0.917623
272448,5,0.8493695
155054,4,0.91502
292280,1,0.9294057
3805,4,1.0110651
101236,2,0.84949243
447745,2,0.84609747
392197,4,1.0058372
75659,2,0.9881798
150561,0,0.57191265
177290,2,0.9563113
187628,0,0.8872846
374155,5,0.9440929
327392,2,0.9521254
258155,5,0.95753974
31167,2,0.8676346
136340,2,0.95626426
322207,2,0.78268063
487470,2,0.7497576
48212,2,0.8323051
6602,2,0.87027663
77243,5,0.92483884
489105,2,0.84182316
466816,2,0.91183096
260443,2,0.8043155
362501,2,0.926788
139380,2,0.8367226
467492,2,0.8575292
87715,4,0.9584477
104055,2,0.90674484
378974,0,0.88676435
32361,4,0.952639
19627,0,0.8915165
58299,5,0.920942
341598,4,0.9321172
252352,2,0.8518305
51691,2,0.9001545
124554,2,0.8634921
328023,2,0.9670773
340654,4,1.0009053
125304,5,0.920954
453701,5,0.9428912
141108,4,0.98255634
425081,1,0.8132924
471473,4,0.92105293
159795,2,0.9491287
82087,2,0.8732462
27816,4,0.9301011
415584,1,0.8888129
329285,3,0.94073087
444602,1,0.9053399
199179,2,0.8472282
299359,4,1.0263133
334017,2,0.77281314
10115,5,0.81588423
89559,4,0.9257164
42229,2,0.7873496
87486,4,0.98536146
289410,4,0.9882909
250061,2,0.9330528
253057,2,0.8390527
47204,2,0.7710527
377722,2,0.80067706
37972,5,0.94032377
300367,5,0.9419948
258217,2,0.85962665
71821,2,0.8708365
201798,2,0.8789371
238257,2,0.9109517
46240,2,0.8236568
139584,2,0.8887845
197652,2,0.89122814
108263,2,0.9656874
149500,4,0.95190835
172240,0,1.0024405
19631,2,1.02089
54542,2,0.95501935
487018,3,0.8106714
268096,2,0.9484096
258902,4,0.9920836
63197,4,0.9928608
45792,5,0.8715876
111005,2,0.93620074
284881,2,1.0124362
118986,2,0.9247693
50305,3,0.8910254
264476,2,0.967179
255348,5,0.7028752
32520,4,0.9283036
517644,4,1.0231171
247094,4,0.97896665
98076,0,1.0118928
133213,2,0.9226858
1320,4,0.9623697
4028,4,0.9030646
299305,2,0.92171806
227406,0,0.878915
483055,2,0.9437997
126176,2,0.94650984
104510,2,0.9614413
110869,2,0.8256409
200306,2,0.8874222
171829,2,0.94250846
137776,2,0.84115154
291640,2,0.924324
291028,2,0.86035615
366877,5,0.95032895
49021,2,0.86913097
307500,2,0.733022
243367,4,0.9649042
242142,2,0.8057358
90802,4,1.0019621
238145,4,0.96460515
65873,2,0.8396058
98475,2,0.83672917
217596,4,0.94149727
236467,2,0.93948025
504765,4,0.93511677
512016,4,0.9842325
373865,4,0.9791679
243290,2,0.9289601
359177,2,0.79535866
43037,5,0.9650996
67415,0,0.6858837
145893,0,0.68319714
385592,2,0.91858655
314261,3,0.86516505
163402,2,0.89893776
22462,2,0.9702922
55718,4,0.92150426
14479,5,0.9417847
138712,2,0.98032945
83187,0,0.85333115
484942,2,0.9459199
398608,2,0.8407047
306296,2,0.9417359
344759,4,1.0152864
320813,4,0.99799514
203765,2,0.86845016
87281,2,0.87981427
78497,2,0.9220588
383439,2,0.932376
389615,2,0.71952295
73318,2,0.8310892
252459,3,0.8650356
124435,4,0.98475474
227417,4,0.9898316
57306,2,0.99564165
111963,2,0.7930745
238404,1,0.89020175
23168,4,1.0082493
17621,2,0.88357764
179478,2,0.7895881
468825,2,0.8988864
122949,2,0.84568685
60893,2,0.8361061
317420,2,0.86605656
131206,2,0.78066397
156231,2,0.78285706
264061,2,0.9507895
28106,2,0.8939634
196778,2,0.85527426
400691,2,0.79683924
213952,2,0.95260537
298845,2,0.9467785
140426,2,0.87613577
227970,2,0.87673056
186037,2,0.8229049
58925,2,0.86258537
508378,2,0.9525989
314432,2,0.8361443
132633,5,0.971023
22531,2,0.79954666
337765,5,0.9593811
375927,2,0.874112
188386,2,0.8810658
159170,2,0.89644766
135967,2,0.9079272
50415,2,0.91947263
387938,2,0.8177647
209972,2,0.8669863
125157,2,0.8697807
331337,2,0.8346259
360767,4,0.9951379
239725,2,0.9438563
137637,2,0.9681396
270323,5,0.918963
21164,2,0.92125714
189327,4,0.9770239
30519,3,0.7828023
11179,4,0.92568517
47010,4,0.9843295
292816,2,0.9297716
508,5,0.8392601
98869,2,0.8256105
90667,2,0.8484153
262724,4,1.0084081
88290,2,0.930477
145861,5,0.8401903
65597,2,0.868796
3776,2,0.7798181
53363,2,0.93437105
327570,2,0.81032205
351276,4,0.9677732
328227,2,0.9484096
116764,5,0.8899132
195679,0,0.8849
219995,2,0.82471484
361181,2,0.95318526
24035,2,0.85470015
389070,2,0.74861425
130289,2,0.7772592
36226,2,0.8611998
70565,2,0.81233054
390173,2,0.91701543
96697,2,0.97870845
65837,2,0.9257058
238060,2,0.8657148
331314,2,0.8584697
124043,2,0.8150348
340314,4,0.9554542
227263,0,0.5393138
143702,5,0.92697453
480741,2,0.88750356
443125,2,0.81722546
111547,0,0.96646273
102864,2,0.8986111
362938,2,0.8527728
42788,2,0.9364839
267052,2,0.9559112
226588,2,0.84668607
16889,4,1.0046304
310026,2,1.0071731
409439,2,0.9372245
340609,2,0.96181697
507578,2,0.8965806
388829,2,0.9745161
158349,4,0.9732749
437336,2,0.9134636
420104,2,0.92064446
391578,4,0.9817756
25127,2,0.97266066
270516,2,0.8685475
243292,2,0.8881494
186725,2,0.9088624
449876,2,0.8352301
38729,2,0.9683659
162793,2,0.89647484
302640,2,0.9165091
383496,3,0.87851137
349851,2,0.8326608
19777,2,0.7944643
394636,2,0.85857207
180397,2,0.8075718
190686,2,0.88875514
350064,4,0.9593599
76918,2,0.8984878
42442,2,0.87553793
102728,2,0.8603142
262728,4,0.9611858
243372,3,0.96336305
178164,2,0.87886935
50169,2,0.96876794
366507,4,0.9355633
180694,2,0.78696585
302021,4,0.93634576
40257,5,0.75608784
255355,5,0.70297533
65988,2,0.9616805
202658,4,0.99595517
275530,4,1.0174025
8134,5,0.887142
8136,5,0.92599535
436486,2,0.9124435
319373,2,0.9288675
270380,5,0.9482919
330811,2,0.88640016
299421,4,1.0282197
99029,2,1.0049771
344382,2,0.98240787
149105,0,0.9507456
444410,2,0.9484976
355173,2,1.0124204
262701,5,0.8658175
267322,4,1.0108302
114431,2,0.917449
507064,2,0.9243128
258733,2,0.8156295
411683,2,0.9184264
390442,2,0.8155748
270300,2,0.8995375
47079,5,0.85066587
528546,2,0.9754676
330370,2,0.98827505
500336,5,0.9475094
520,2,0.78084743
3871,2,0.84321994
89795,2,0.82409793
328449,2,0.9981401
349775,4,0.9894495
299707,2,0.97951263
139399,2,0.90064555
127174,4,1.0044184
333163,2,0.8588326
474631,2,0.93562496
214708,5,0.9502437
416070,2,0.9313108
124750,2,1.0074875
302823,2,0.9708322
224969,2,0.92743754
512109,2,0.95970184
178187,4,1.0132515
335405,5,0.9133677
340462,2,0.96962374
126775,5,0.9107875
398515,5,0.92789346
259671,5,0.9085535
323232,5,0.94358754
46041,2,0.95760685
29781,0,0.91449434
347704,2,1.0190065
474883,2,0.9326016
32651,5,0.82324064
318768,5,0.91375595
6743,5,0.91769147
276008,2,0.96644086
327029,2,0.92270577
382538,0,0.7362398
281565,0,0.63026077
476461,0,0.9072523
74255,2,0.81972414
243293,2,0.93255454
466380,2,0.94337076
338268,5,0.67820346
158788,4,1.0222175
21339,5,0.874259
422604,4,1.005249
156544,2,0.9732684
396564,5,0.9376787
205710,5,0.6547997
505249,5,0.9454581
86775,5,0.957584
230530,4,1.0047337
72174,4,0.9483321
390423,0,0.99199426
393720,4,1.0239252
116924,2,1.0191503
188524,2,0.82966954
155043,2,1.0196931
220262,0,0.5832993
490728,4,1.0216843
267242,2,0.93831444
42112,2,0.91260135
113140,2,0.8632514
255505,2,0.9141236
257335,2,1.0212485
230146,2,0.91224545
534000,4,0.9865636
337501,2,0.934535
336531,2,0.8611767
197441,2,0.9074086
381155,2,0.78329617
3788,2,0.95735604
81913,5,0.88790715
191633,2,0.9358222
329341,2,0.90937173
349550,5,0.8794991
73226,2,0.94653535
411922,4,1.01766
60029,2,0.8720545
42865,2,0.85250556
191726,2,0.84226346
317816,2,0.91342264
391749,4,0.9996102
483716,2,0.8232203
88335,2,0.98041576
253054,3,0.8983111
356655,2,0.9133951
108162,0,0.8117396
194821,5,0.90151453
266010,4,1.0201818
10019,2,0.9036243
42867,2,0.9469106
167543,2,0.789259
214023,5,0.64975
12195,2,0.8440889
151385,2,0.89404863
171628,2,0.95038116
396044,3,0.83590335
125322,2,0.9089438
102860,2,0.8473031
46350,2,0.7719352
77911,2,0.8283896
209490,2,0.9452959
8844,5,0.94222945
265589,2,0.8406776
278576,2,0.8428398
66217,2,0.8737556
375138,2,0.88882494
378409,2,0.79113597
93835,2,0.8264087
307734,2,0.8805297
66161,2,0.9257462
204350,2,0.8915028
235032,2,0.94152385
120881,2,0.9793004
398095,4,0.94564354
81243,5,0.93692493
256456,5,0.6513793
83694,2,0.8360901
16369,2,0.8730323
53743,2,0.7989114
325251,4,0.93425685
180136,5,0.66424626
98412,2,0.95428705
182276,5,0.956868
146493,2,0.8395647
340561,4,0.974915
212967,2,0.8944174
193375,2,0.93905455
48504,2,0.8508878
18420,2,0.8119549
473697,2,0.8752898
366194,2,0.8204484
296118,2,0.9210078
161066,2,0.88772994
291363,4,1.0013201
388140,4,0.9532679
20243,2,0.9508677
9913,2,0.996472
6598,2,0.86046934
49349,4,1.0140096
166734,4,1.0107605
71367,2,0.8954729
13379,2,0.93717957
100295,2,0.8112558
142628,2,0.8117144
8329,5,0.9010467
183207,2,1.0153444
133256,2,0.9578687
55879,2,0.838726
93202,2,0.82191336
87426,4,0.96182674
129257,2,0.9969804
328919,4,0.9176755
65274,2,0.814542
316054,5,0.9357774
60527,2,0.86676216
297304,2,0.9271974
17129,2,0.92012775
368040,4,0.95888263
40694,2,0.9188064
486095,2,0.8879886
222010,2,0.93788785
50773,2,0.9520906
39647,3,0.8708761
251870,2,0.984254
79842,2,0.892873
99593,3,0.7977663
31919,4,0.9079889
79682,3,0.8279015
24271,4,0.9922935
224872,4,1.0052853
261022,2,0.8750221
333466,3,0.92494094
183544,4,0.9995254
395906,1,0.94663244
462845,4,1.010833
171837,5,0.835035
38039,4,0.96527433
466367,4,0.95868546
67214,5,0.86387974
461508,4,1.0146297
465898,5,0.7010862
480095,1,0.9005991
430973,2,0.7117394
489534,2,0.9410299
156756,5,0.877768
226783,4,0.960996
23355,4,0.94420195
386827,2,0.8669764
269724,3,0.85048026
88225,2,0.93293697
86412,4,0.9458838
67197,4,1.0157238
89223,2,0.8257692
138718,2,0.8816907
4779,2,0.7548462
50997,2,0.87025905
517371,2,0.9346251
87055,2,0.9713738
84281,2,0.9217242
506356,2,0.994658
312826,2,0.7951145
222573,2,0.92199266
528058,2,0.91790694
404419,4,0.97836214
47618,2,0.9375178
3242,2,0.9033831
275663,4,1.0224385
443781,4,0.99679023
244212,4,1.0115842
431299,4,0.963327
462729,4,0.97908247
39402,4,1.009012
280044,2,1.0201745
85121,2,0.92742926
310777,4,1.0126408
3572,0,0.9480265
507170,2,0.7812258
74168,2,0.9765462
235112,2,0.9607165
137698,2,0.96332425
211791,5,0.9253922
57771,2,0.77418923
140244,2,0.7735319
200964,2,0.90162593
98055,2,0.7893968
467558,0,0.8449391
202029,2,0.91966915
98354,4,1.0236328
36947,2,0.9175001
75954,2,0.91002655
174788,2,0.78490627
342183,2,0.9156119
127637,2,0.8463384
251576,2,0.85966945
391210,2,0.8609495
331834,5,0.9067647
33166,2,0.9089648
180996,4,0.97133946
120478,2,0.9784993
256576,2,0.83250916
447895,2,1.0189395
276767,2,0.899117
60120,4,0.9885359
325555,5,0.93873864
160014,4,0.9226828
467514,4,0.9720369
68170,2,0.92761576
193620,4,0.9736036
409383,1,0.8900339
293635,0,0.99065167
103272,2,0.9213227
86249,2,0.80597615
140850,2,0.85005575
6594,2,0.8231589
388993,4,0.93309337
190858,0,0.94704133
156466,2,0.84013253
249551,2,0.9668907
2325,2,0.8382225
203652,0,0.60357445
388465,2,0.92963743
102670,2,0.82316947
78210,2,0.81746364
64355,2,0.87977314
338725,2,0.8684554
89117,2,0.98960096
39670,2,0.76383203
105774,2,0.99961853
141448,2,0.77773666
106231,2,0.9506342
497657,2,0.85501283
19138,2,0.84064525
22223,2,0.9025231
151962,2,0.8538822
220158,5,0.9410289
426337,5,0.94606596
393958,2,0.8745575
130608,2,0.8324515
423488,2,0.95222855
175891,2,0.91148096
194548,4,1.0055621
223616,2,0.88596076
222849,3,0.780002
42737,5,0.88929224
129288,5,0.9086538
19404,4,1.0127609
120377,2,0.9435733
19150,5,0.8896777
37090,4,0.98570186
189848,4,0.9171
75960,4,0.93539464
236892,2,0.79423016
116970,4,0.9550393
399189,0,0.53218764
102315,2,0.85102963
13744,4,0.9496513
142852,4,1.0195323
7595,2,0.839849
336038,2,0.87204474
138842,4,0.9844705
196016,5,0.9488855
79949,2,0.77278936
359557,5,0.7041276
102442,2,0.9867066
71833,3,0.80884546
40478,2,0.92737144
19719,2,0.9030417
176989,5,0.9608138
62516,2,0.8313609
410336,2,0.9346873
111085,2,0.89306384
131548,2,0.9203228
274947,2,0.9109594
475313,2,0.9428501
90847,2,0.9512063
463359,2,0.875263
57904,2,0.9268622
151249,4,1.0063589
4297,2,0.8221409
123542,0,0.86575997
16909,2,0.82652795
193026,2,0.8156029
356522,0,0.7353292
215953,2,0.9324542
44590,4,0.9763293
234583,2,0.82246196
243295,2,0.93871313
94875,2,0.9945474
30407,2,0.8298941
140088,2,0.77525264
140072,2,0.81159246
124874,4,0.9413165
66086,2,0.9271891
326386,4,0.94685477
54095,4,0.9437304
145212,4,0.9523079
417849,4,0.96645325
256685,4,0.9446632
12672,4,1.0202582
50936,2,0.91882956
409492,2,0.9145593
221063,2,0.9231869
356577,2,0.82606673
78183,2,0.80243444
408417,2,0.8391212
128334,4,0.9087613
93365,3,0.87899923
146146,4,0.95892256
261619,2,0.93690425
38698,2,0.76944363
272034,4,0.9603845
40589,2,0.8223393
8476,2,0.84782344
448507,2,0.87605935
111578,4,1.0016067
93717,2,0.8013506
394523,2,0.8120313
385181,4,1.0077003
369567,2,0.82044363
49590,2,0.8024568
293547,4,0.97710776
204461,2,0.8461301
224452,2,0.9854732
441157,2,0.8959798
212506,2,0.81049734
15239,2,0.8566567
400912,1,0.89544255
378468,4,0.9881542
463611,3,0.9500357
56137,4,0.98586386
146444,2,0.8501006
71168,2,0.78843576
59896,2,0.79266566
49492,4,0.9182367
46785,2,0.96003896
402542,5,0.9614095
286544,2,0.9155662
279886,4,0.96794254
431648,2,0.9034729
222325,2,0.94089305
43924,2,0.907761
456852,4,0.9144234
302387,4,1.0000099
142517,4,1.0055693
81991,5,0.90141207
151556,2,0.95091414
498886,2,0.93127894
334066,4,0.93287444
36880,2,0.8288872
122915,4,0.99822176
107851,2,0.96086764
383815,2,0.8504946
211061,4,1.0246924
89561,2,0.84748024
89021,4,1.018808
240944,4,0.9712268
136479,2,0.81051755
304282,2,0.8001185
218920,0,0.47838908
41563,4,0.93973017
480197,2,0.8259654
255771,2,0.97526836
42702,4,0.97179693
84682,2,0.9037004
152450,2,0.96564823
221117,0,0.7677935
183283,0,0.9504598
67065,4,0.9375137
63902,3,0.89902836
330040,4,1.0249457
118434,4,1.0072341
121154,4,0.9895271
118449,4,1.0016093
72049,4,0.96332884
200711,4,0.9720768
336935,4,1.0208656
477887,4,1.0089525
109886,2,0.9044365
352096,2,0.97941357
422657,2,0.9878933
452590,1,0.93314886
159609,2,0.95189416
28880,2,0.9059941
287791,2,1.0001755
345379,3,0.91216505
352690,4,0.9875166
94919,4,0.9627274
510088,4,0.99240714
250871,4,0.9891787
466051,2,0.8579998
518669,1,0.8876165
293081,1,0.8313943
382754,4,1.0039476
314732,4,0.97899675
506514,3,0.86583626
471099,1,0.9269459
119424,5,0.7705939
403819,2,0.93242806
90153,2,0.87696135
243294,2,0.9703898
230808,2,0.8730914
205615,4,0.9576721
124003,0,0.8023529
60885,2,0.89718616
427424,4,0.9702238
348294,2,0.927351
58461,5,0.9202563
401047,2,0.896152
420689,4,0.94703597
266378,1,0.9473631
387158,5,0.70108193
191150,1,0.9323158
74520,4,0.9759594
52147,0,0.97655267
257295,2,0.91661805
254596,3,0.8838401
305886,2,0.9781817
460292,2,0.93687147
143800,5,0.9341411
208769,4,1.0317237
130992,2,1.0099324
444139,4,0.9133828
346687,2,0.9994454
315259,0,0.9649243
286292,2,0.9605446
184149,4,1.0238923
182488,2,0.9119203
169993,2,0.8824617
506030,4,0.96663904
236164,4,0.9717265
260352,2,0.8851408
176934,4,0.93107635
204622,2,0.8294235
94593,2,0.88847077
209690,0,0.9919122
343772,2,0.8605183
142112,2,0.9620561
270828,4,1.0039
15399,2,0.96619487
6716,2,0.82932186
221685,4,1.0173452
112303,2,0.9416511
370394,4,0.97261864
264669,4,0.9358378
333677,3,0.66246533
1883,2,0.9740799
170341,2,0.9305618
97864,4,0.98228794
18158,4,0.9729628
455898,3,0.89726573
331972,2,0.8534993
27095,2,0.877917
252353,4,1.0081254
158382,4,1.0112376
338554,2,0.81412214
449725,4,0.93311095
393353,2,0.8279151
438504,4,1.0060805
326033,2,0.8026057
210188,2,0.77934474
429,2,0.820746
316403,2,0.96644086
207325,2,0.9101536
161975,2,0.8571117
173762,5,0.9398227
224925,5,0.8949212
50851,2,0.8430202
521251,2,0.89439964
154635,5,0.90584224
30767,5,0.88290334
21901,2,0.8362998
249406,2,0.85296327
205500,2,0.89688116
409667,2,0.8677721
261804,4,1.0217836
193097,4,1.0177869
270233,4,1.0109966
49787,2,0.79195416
60821,4,0.9933404
154563,2,0.9424682
331846,5,0.9699969
78555,2,0.92081755
211339,2,0.9583709
464618,2,0.97688425
143193,2,0.8670484
105654,2,0.83554983
489600,5,0.92733437
194700,5,0.85331887
226951,4,1.0064045
330305,2,0.92411906
395679,2,1.0102099
140962,2,0.9207131
144680,2,0.8731297
304203,2,0.827572
476076,2,0.86104566
264483,2,0.8321196
189887,2,0.88436717
69045,3,0.9308902
63185,2,0.9097163
296940,4,1.0078334
45426,2,0.8472182
143434,5,0.93006516
212145,4,1.005101
465427,5,0.8994426
31748,5,0.91984624
20143,4,0.9723085
262641,5,0.90032864
524289,4,0.9411021
203930,4,0.9554895
256637,2,0.93386126
206812,2,0.80470604
402514,4,0.97561
255486,4,0.9775022
216089,2,0.8941439
85586,4,0.9633485
38404,0,0.9304856
213898,2,0.9300513
484224,4,0.9503405
92578,4,0.95372003
138299,4,0.96271664
109476,4,1.0220922
37481,5,0.9158769
59684,2,0.9204735
134175,2,0.9024063
182458,2,0.8507884
73748,2,0.8506639
216707,2,0.8786578
20904,5,0.8875915
15937,2,0.9183843
127050,2,0.9514623
83307,2,0.855142
43293,2,0.9812171
252052,4,1.022805
195142,5,0.8746129
347749,4,0.94610727
156942,2,0.83053285
62080,4,0.97769034
454340,2,0.7840831
265918,2,0.8813792
214736,4,0.9452176
96809,2,0.93050444
231596,2,0.9161526
243278,2,0.8620475
62454,4,0.96911544
253381,2,0.8584991
61297,2,0.9268165
191200,1,0.86583954
292103,2,0.91571933
43792,2,0.9208666
210090,2,0.92879665
96786,2,0.91545963
398595,2,0.85659164
414861,2,0.9151317
347600,2,0.8446373
216499,2,0.89036083
76059,2,0.90218174
169927,4,0.95037615
325549,4,1.0017028
82081,4,0.9882605
28215,2,0.8962172
176277,2,0.91625386
43657,4,0.9958668
71731,0,0.87582266
281297,4,0.9404968
106443,3,0.891894
110849,2,0.94931966
237223,5,0.9302859
131655,2,0.9802276
192620,2,0.903067
254751,5,0.6624223
125300,2,0.9604157
290216,4,0.9836708
40204,2,0.9940877
412608,4,0.98985326
196665,2,0.9479136
200132,4,0.9704798
37175,0,0.9947588
10361,4,0.9566896
102917,2,0.7754094
34645,2,0.8845924
324778,2,0.8488224
76185,2,0.8128927
178506,2,0.93755096
266814,4,0.990497
440894,4,0.99272174
363141,2,0.8611838
206434,2,0.932693
364647,5,0.9176654
291850,0,0.6791173
151367,4,0.9671173
372831,0,0.7675968
50419,2,0.8105111
81476,4,0.9737232
96410,4,0.93125165
162994,5,0.9110472
30362,4,0.9738977
512773,1,0.9418445
90162,2,0.8937397
253560,3,0.84723186
112510,4,0.9456178
145034,4,0.95227784
337043,5,0.9161465
265098,4,0.9654607
101299,4,0.9703525
78490,4,0.9761994
292743,1,0.96008474
417068,4,0.9992812
417030,4,0.99369055
220905,5,0.9160416
220986,4,0.9220026
327002,2,0.8049882
90429,4,1.0141773
393772,2,0.80100536
49624,4,0.94231826
248106,4,0.965986
30470,4,0.9732447
307305,0,0.68798
357124,4,0.9097181
266523,0,0.9293441
153495,4,0.94339776
465840,4,0.9583539
308637,2,0.8694881
412158,1,0.84482574
184546,4,0.99802876
481345,1,0.89550024
89849,4,0.9418748
232365,4,0.932214
448958,2,0.800658
30045,2,0.84303266
145998,4,0.97227037
499336,4,0.91143334
472853,2,0.79386556
320131,0,0.5275764
61955,2,0.8501933
19780,1,0.69151914
428778,2,0.93410134
71922,2,0.95480627
409954,2,0.87443393
331231,4,1.0169218
369670,0,0.89725584
205933,0,0.7065584
198007,5,0.9394572
266874,1,0.91952604
3225,2,0.82386446
94472,3,0.96326584
489651,5,0.9463001
383721,2,1.0127234
397581,4,0.9348749
303493,0,0.95993066
23499,2,0.9646006
388390,2,0.84298
25405,3,0.7607044
218390,4,1.022106
108956,4,1.0248997
202218,2,0.96167123
46935,5,0.8052314
54997,4,0.98586386
27485,2,0.9145116
320304,2,0.91775626
24763,2,0.95569086
112345,2,0.9617035
39631,2,0.90393585
123577,2,0.94811755
117716,2,1.0021021
308420,4,1.0066605
243262,4,1.0111017
504874,4,0.99810547
85107,2,0.9798692
231143,2,0.9797597
229840,2,0.8703549
184982,5,0.9013323
125382,2,0.8385535
259817,2,0.7719291
391292,2,0.91965497
419243,2,0.83249784
481603,2,0.8603469
13164,2,0.79814
63976,2,0.99573594
98859,5,0.8527548
87202,5,0.8527548
162710,5,0.9626826
70576,2,1.0110221
485964,4,1.0215602
181804,2,0.83191884
331881,2,0.8549234
447945,2,0.8998077
358202,1,0.94270706
407482,1,0.87051386
239852,2,0.8755821
206353,2,0.9093688
284489,2,0.9279494
355235,2,0.831029
323546,2,0.9562156
384827,2,0.92345625
243202,2,0.88983
50288,2,0.8806114
77330,2,0.8842726
85767,2,0.81063175
22708,2,0.83100456
26551,2,0.9598546
179927,2,0.9324053
469603,2,0.8437278
449454,2,0.8032352
409494,2,0.8798929
329676,2,0.84566504
41720,2,0.8267067
27897,2,0.8364333
64086,2,0.83490807
119526,2,0.9581692
108719,2,0.8259595
203203,4,0.9707052
485684,2,0.74825865
475214,2,0.9389015
39571,2,0.9508953
81398,2,0.83137506
58654,2,0.85698307
124837,2,0.87435263
127814,2,0.87232643
15421,2,0.91126347
388418,2,0.97103626
64378,2,0.8988123
46022,2,0.94451326
293466,2,0.85124713
444171,2,0.8550746
17311,2,0.8080278
213930,2,0.8695396
148586,2,0.91456753
4157,2,0.7766536
136814,2,0.9295752
171929,2,0.89639515
184095,2,0.9830698
185566,2,0.888547
324359,4,1.0212022
63362,2,0.929437
413038,4,0.9420344
38812,4,0.9618202
158797,2,0.9254183
185514,0,1.0175669
28014,4,1.0034324
207715,4,1.0296082
108041,2,0.86142325
134071,2,0.89612925
86026,2,1.0007437
510361,4,0.9141035
283429,4,0.92700124
91840,5,0.8567512
189207,2,0.838812
273416,2,0.8448173
385204,2,0.8487246
204065,2,0.8395349
260023,2,0.8205525
58290,2,0.8514639
8770,2,0.8475988
277847,2,0.89630395
65520,2,0.8863182
169634,2,0.854978
97169,2,0.94636875
50627,2,0.9860701
127044,2,0.9400952
53347,2,0.8382957
183825,2,0.83123076
272232,2,0.892469
41964,2,0.83634853
206392,2,0.9115145
118510,2,0.86902994
217198,2,0.9820513
182169,2,0.7647682
152817,2,0.79574174
291673,2,0.80600893
64530,3,0.8946137
2540,2,0.7965224
110635,2,0.8089203
286151,2,0.8807288
293920,2,0.8848445
390532,2,0.87844527
22949,2,0.8318156
101151,2,0.9017364
53804,4,1.0236166
61154,2,0.94026583
155944,0,0.69964564
37839,2,1.0147436
191229,2,0.90179837
188435,2,0.759899
387122,2,0.9109374
316191,2,0.86612636
346278,2,0.87962145
124523,2,0.8492559
141749,2,0.97024643
113689,2,0.7983327
189586,2,0.82009923
306429,2,0.7698496
87785,2,0.8353371
444587,2,0.8809961
308676,2,0.8683974
138771,2,0.8774221
7596,2,0.82511526
17767,2,0.95090336
153704,5,0.90077084
375055,2,0.75257504
20981,2,0.82466274
438961,4,0.99374557
397678,2,0.8577673
299953,5,0.7159
249186,2,0.8792215
78107,2,0.9500323
33370,2,0.871724
387022,2,0.8258389
61105,0,0.5656102
170766,2,0.81094927
192298,2,0.94536453
