id,taste_cluster,taste_center_distance
138275,4,0.854822
168644,13,0.93344927
20085,11,0.84587073
243157,1,0.8818348
160170,7,0.8628574
441744,15,0.83502114
271113,9,0.80956924
16327,5,0.6740968
182122,9,0.84733975
369169,9,0.80913043
331715,2,0.88921535
249050,4,0.7416095
151746,13,0.8759357
297594,1,0.8156619
63346,3,0.77237654
519068,2,0.96359015
263831,9,0.88531446
419921,6,0.7760574
368320,0,0.722394
392150,2,0.92530304
342619,8,0.614138
408907,0,0.8490967
371961,3,0.7600946
188151,4,0.6167007
383120,7,0.8128537
248125,0,0.93979555
128715,0,0.85820174
495344,2,1.0097506
300339,2,0.97724867
460846,3,0.9168703
367987,1,0.9303516
280918,15,0.87179494
243409,15,0.9016045
243249,15,0.89689326
173113,2,1.0056462
463219,0,0.88376516
360086,10,0.81536674
457965,0,0.8843677
72449,5,0.9250839
193430,10,0.927143
39172,6,0.8119493
303070,9,0.7733309
216068,15,0.8849285
384510,15,0.7835341
367865,5,0.83015543
391390,15,0.86527395
141937,10,0.84258807
53197,7,0.9790199
400273,13,0.98792636
535431,0,0.83304006
480776,3,0.9153943
305431,2,0.92061293
443640,3,0.7158425
406331,13,0.922196
441118,3,0.9963269
142369,3,0.82247114
145858,10,0.8617806
173730,15,0.78966945
170199,7,0.78949183
239866,9,0.81685185
46189,0,0.90935683
314384,13,0.94426596
136231,13,1.0002236
174536,2,1.0147799
341816,15,0.7831899
59515,13,0.91441786
320708,2,0.9444645
211091,9,0.8382126
286851,15,0.81554335
248212,8,0.92881286
280644,13,0.9190465
176883,9,0.8564413
298908,3,0.95035034
102035,11,0.62173986
430445,1,0.8974107
239871,2,0.9757078
328250,10,0.72880256
146686,9,0.76125115
138477,5,0.85990983
287778,5,0.85566336
204122,13,0.9986784
437637,6,0.69891846
123115,7,0.8393144
152844,9,0.8430426
132195,2,0.92686945
248962,3,0.8130868
384264,15,0.7912791
199545,2,0.9988434
422291,2,0.9184265
427531,6,0.8385823
389642,8,0.89416564
287235,8,0.8877817
110085,4,0.8473876
371549,15,0.9001583
444320,15,0.8402304
284465,2,0.9931146
376813,15,0.8677305
51506,2,0.9272016
134015,13,0.89432013
202195,0,0.835307
407516,5,0.7448236
92113,15,0.9183561
354047,6,0.89261526
230565,10,0.7903977
134085,0,0.8157143
38811,15,0.7679462
185520,2,0.90749305
390230,1,0.9153165
401605,6,0.79431087
356849,3,0.78414273
393988,6,0.8239396
360444,15,0.9179062
192390,8,0.93763804
446452,3,0.9916353
454621,5,0.9497592
440388,4,0.9678496
246224,1,0.7892309
484992,13,0.9347316
276865,0,0.8571435
172744,9,0.8753213
147212,0,0.9399254
214193,6,0.8111756
361927,5,0.9034715
450466,1,0.8598832
439143,2,0.9074144
298874,0,0.74861085
140196,2,0.9695622
196006,14,0.86605537
409229,15,0.67549396
174469,15,0.76655287
