id,taste_cluster,taste_center_distance
30651,5,0.83038336
404303,1,0.8914729
427582,9,0.8265382
281315,15,0.8800219
342660,12,0.71130556
277431,6,1.03393
42507,0,0.82199955
41552,12,0.6329184
415550,9,0.6605479
299611,2,1.0205728
424924,0,0.84695023
55772,13,0.95452535
444955,9,0.7250974
31217,15,0.7682521
216207,15,0.6824242
284466,15,0.66334826
62139,9,0.8249445
483010,15,0.88964874
216575,9,0.7457887
45987,7,0.88577473
38395,14,0.5202215
257444,0,0.63958716
116091,3,0.8553623
84151,13,0.9816043
130564,3,0.72950035
250448,13,0.9715654
118997,3,0.8559319
258544,10,0.84060866
341206,4,0.86821616
265550,3,0.8166637
70784,3,0.86549413
95411,13,0.9719517
70747,3,0.83929807
49082,0,0.63954115
33580,0,0.6756213
295092,8,0.93787116
340591,10,0.8185469
163281,13,0.9233117
156857,13,0.96084666
4447,8,0.76140773
130411,3,0.82593846
204328,0,0.6774155
78699,13,0.8219299
104461,13,0.88933814
97191,1,0.8654454
9956,2,0.9306214
178448,2,0.9689782
376669,14,0.93529296
472794,9,0.93082607
145213,15,0.78593564
70469,2,0.96111447
68614,2,0.9241216
384597,7,0.67964935
109,1,0.8717182
249497,1,0.8138288
250059,15,0.76520425
220270,2,0.9783809
121049,2,0.9623223
61191,1,0.89447206
406867,13,0.9526615
273062,15,0.836531
347941,15,0.81421
281345,13,0.9666968
152544,0,0.7829702
76050,1,0.8734698
416720,0,0.83448786
117322,0,0.76942545
48576,6,0.7934027
229610,0,0.62211543
294135,0,0.78701335
50901,6,0.8786876
79329,13,0.9303503
185179,6,0.70989275
465020,2,0.91539544
324445,3,0.8407568
351765,13,1.0038996
206583,0,0.67426485
139267,3,0.7432841
82046,3,0.7977958
74223,14,0.8791284
477861,11,0.8670188
487135,14,0.84556115
68207,3,0.92798156
317072,9,0.8768991
295769,11,0.80746937
135470,15,0.79916966
89367,11,0.8693318
94850,2,0.9865728
408471,0,0.91589785
119963,3,0.8483812
155272,6,0.820431
362099,6,0.8027849
27781,3,0.84980005
177712,3,0.6928054
211146,5,0.89294344
230704,2,1.0006379
499302,9,0.8587148
92022,5,0.9033219
414454,14,0.87571484
139558,3,0.9141394
121376,3,0.76462126
353359,12,0.8594449
135530,3,0.94692963
318674,3,0.8572283
51736,3,0.8442137
296310,3,0.9168493
414297,2,0.9767944
156348,5,0.8287342
108354,3,0.78878427
189693,3,0.77742046
141251,0,0.9229325
406454,3,0.8407521
336950,13,0.988818
348527,3,0.7714407
307685,3,0.8412261
75835,3,0.8308307
69594,3,0.9692062
279192,3,0.96480066
144544,3,0.9442248
452244,4,0.9146391
78476,3,0.8994921
90693,14,0.87495863
38764,3,0.8087818
181446,3,0.80636245
123665,6,0.67643315
92864,3,0.79999655
149760,3,0.805488
483392,3,0.69049233
42408,3,0.890076
472257,3,0.865894
402381,3,0.81405133
346790,3,0.88737935
104549,3,0.965915
159517,4,0.90489703
108779,10,0.8504815
55754,15,0.923095
319882,2,0.9661871
279747,5,0.84198225
324488,15,0.8853259
100282,15,0.7814519
48365,3,0.7664876
195288,3,0.7866733
115117,3,0.80397195
435069,3,0.8332991
489872,3,0.79702246
259360,3,0.7792935
470246,3,0.8369006
411124,6,0.7820368
296440,3,0.8128632
210265,6,0.7738969
360860,3,0.77524745
436823,3,0.8950764
113875,13,0.9638335
222910,3,0.79036546
455247,13,0.94317514
133779,3,0.7590228
25395,3,0.81571865
450418,12,0.75534135
408296,3,0.7992182
11420,3,0.81279004
125366,3,0.7523945
70935,3,0.7073199
342149,3,0.9045522
40341,3,0.7403803
334655,1,0.9217482
238921,2,0.9794332
29378,3,0.80928624
145188,3,0.77675724
272945,3,0.8163722
38336,10,0.91843814
244900,13,0.923626
344995,14,0.86263597
348513,12,0.7630203
308569,3,0.85906374
91792,3,0.90874094
2019,2,0.99761313
175364,11,0.87055266
29249,11,0.8249523
430486,11,0.8395533
392043,3,0.73610806
79147,3,0.71718603
193835,3,0.73587584
113081,13,0.9581729
36102,6,0.8888119
13148,2,0.9845787
393114,15,0.9082531
129435,2,0.9836764
22995,2,0.9860296
347331,15,0.89864355
47842,15,0.878139
75814,13,1.0114431
23696,13,0.91894263
82357,0,0.88861144
28566,11,0.8807624
204367,6,0.80456734
322178,13,0.95715916
116071,3,0.82302254
98118,3,0.8222802
26373,2,0.9867053
377770,14,0.9045858
45304,9,0.8376929
347444,15,0.875704
191804,14,0.91862226
112571,3,0.823791
475823,15,0.8372896
128588,14,0.8894798
70807,13,0.98166656
111833,0,0.62575406
44845,6,0.76459265
98314,3,0.87319636
51356,6,0.8085324
40288,3,0.9000824
53445,15,0.91510856
372328,3,0.9523927
139054,3,0.9523927
318426,2,0.9739148
136252,12,0.7166435
194254,2,1.0021254
326191,2,1.0100329
410237,2,0.9451346
442044,2,0.99943715
127015,3,0.9913854
192760,5,0.8915487
114630,2,0.92676365
300829,13,1.0351247
435087,14,0.8470032
233820,3,0.76440525
97631,3,0.7724771
173435,5,0.91302204
101533,4,0.87764263
211023,6,0.7873797
130565,2,0.94442123
177748,15,0.92683953
66907,13,0.9920764
55573,4,0.95895004
135797,3,0.9208629
12936,3,0.7671031
66241,3,0.72976804
220295,3,0.78042
429744,3,0.6851603
329229,3,0.68661505
88503,3,0.7716125
175441,3,0.73633575
18093,3,0.72860885
377556,15,0.9379107
86827,13,0.9561479
94006,13,0.9650862
34935,4,0.9244058
365016,8,0.9413719
200570,6,0.8238556
137096,15,0.91893923
137373,2,0.9744916
309484,15,0.8995966
43823,3,0.72860885
53704,3,0.84970284
7392,3,0.86860526
110583,3,0.6835236
317531,5,0.8904081
139834,3,0.7966771
362862,3,0.803776
255498,6,0.7721412
108,13,0.9135506
45,3,0.91075456
368795,6,0.79020584
347277,15,0.9258618
94834,3,0.9340796
298308,14,0.8210818
44054,3,0.80499387
246271,3,0.7977958
101769,3,0.9313454
176033,13,0.96652263
409833,13,0.9593189
76924,3,0.81861025
439916,12,0.7432973
369591,12,0.7906929
357490,3,0.85187864
70517,3,0.6722091
48323,2,1.0048237
338633,11,0.8615189
357360,13,0.8377412
107109,2,1.0051762
115538,2,0.96647346
171502,3,0.7386491
179399,3,0.8214962
474300,2,1.0112995
45033,9,0.8684382
441156,4,0.8268197
119169,3,0.79800224
133474,3,0.83476555
51684,4,0.90934724
88152,3,0.880683
88116,13,1.022896
12799,2,1.0006659
5259,11,0.8376895
265838,2,0.94720626
300567,11,0.8495302
164979,9,0.83065397
386809,2,0.9476665
246040,3,0.82319677
300451,13,0.94228035
388516,13,0.9797916
228379,13,0.98470324
78396,3,0.7619774
397154,13,0.9432124
423457,3,0.9563774
135880,3,0.721414
504636,3,0.876545
504353,13,0.9670341
3294,2,0.9521387
466552,6,0.79545814
111124,3,0.8640472
332515,12,0.673026
70928,3,0.8272543
393424,12,0.79183894
181389,10,0.8264798
125813,2,1.002995
215710,15,0.84841514
288565,0,0.6768164
253736,0,0.67426485
430334,0,0.71447945
103398,6,0.8785095
191429,3,0.8751749
256255,3,0.8454504
20220,3,0.8373297
141316,3,0.8161307
240975,3,0.79746765
179893,3,0.76070315
366557,4,0.8515024
198029,3,0.881978
390174,3,0.8310743
481329,3,0.7746608
209966,3,0.8369256
59013,13,0.90565944
256642,13,1.0157226
463540,15,0.8371053
473988,3,0.825265
141380,13,0.9890514
321778,10,0.89515156
99018,3,0.85134196
66282,3,0.8031392
13645,3,0.7910325
25856,3,0.8166284
183590,3,0.9217157
164182,14,0.9234149
131,14,0.83992887
144575,2,0.9805503
299015,3,0.7243589
259919,3,0.8203161
192293,2,0.9796299
415339,5,0.7875189
386623,12,0.8301538
182490,13,0.9059761
122637,2,0.9684589
7533,3,0.8394341
257835,1,0.88648266
121228,12,0.7163187
22006,4,0.8808749
223733,2,0.938523
144857,2,0.912844
311900,15,0.8240751
419966,13,0.9497829
256380,0,0.6274684
439594,5,0.86676556
268587,2,0.9582847
330644,5,0.8680853
102830,6,0.859298
49853,6,0.76020443
352900,14,0.82620853
108470,4,0.921346
147043,2,0.9524827
33286,13,0.97812134
184853,2,0.93083185
210799,5,0.78876567
219708,8,0.45118746
289301,8,0.6139917
43697,6,0.88904065
336165,14,0.92331624
220312,10,0.6241059
135204,4,0.88045144
191352,3,0.8092463
438607,1,0.8421933
352053,2,0.9341235
144359,9,0.69565105
162260,1,0.89606833
271050,1,0.68784785
221815,2,0.9183168
100671,5,0.89038014
293489,6,0.8837302
80123,5,0.9047257
204549,9,0.78694177
191829,5,0.78589517
279809,1,0.90177083
510907,1,0.8214261
424108,1,0.7720758
397055,2,0.9213855
299749,1,0.8493802
503639,1,0.87072855
339167,3,0.75797904
52838,9,0.8557371
267254,5,0.85831386
392347,9,0.65006614
410224,0,0.9182434
167450,2,0.9872736
191581,2,0.9129826
185700,1,0.86488336
391472,1,0.85102457
262197,1,0.8902522
266320,5,0.8693729
260008,1,0.7766038
403239,1,0.84672624
91032,2,0.94818765
456621,2,0.9384139
131936,9,0.73207045
315169,1,0.9222059
275571,5,0.7796875
259409,1,0.8899493
332341,1,0.9169417
130178,2,0.93279004
189407,9,0.7035541
330909,15,0.8036942
211363,2,0.9198616
329081,5,0.84493345
115624,6,0.9485266
309986,6,0.84909576
49271,2,0.9372411
508424,12,0.9199819
273462,11,0.80406266
332971,13,0.8389964
485199,4,0.91047096
24050,15,0.8331271
109188,1,0.9156062
355115,1,0.9106147
315170,2,0.9307872
111592,0,0.8287201
259308,6,0.6584861
397373,12,0.873122
114065,6,0.8137498
189018,12,0.8548491
80428,6,0.6813739
4100,0,0.7130797
4101,6,0.8153697
270188,6,0.8830455
265796,2,0.9736073
391281,9,0.8765868
362080,14,0.894111
13496,12,0.6935539
324808,6,0.73279196
294529,1,0.84657234
324786,6,0.8191149
109335,12,0.65105873
397273,2,0.9003733
254354,1,0.9188697
439618,1,0.87290865
149120,2,0.99479365
166955,5,0.8769857
440936,5,0.88349915
40569,5,0.80206513
259785,1,0.84062505
189213,2,0.9353077
444349,1,0.89428264
159265,9,0.70131934
35773,5,0.82174474
283441,5,0.8158285
345277,2,0.9297101
204284,15,0.80168104
402611,2,0.9773753
443289,1,0.9371725
342605,1,0.9218189
91590,6,0.8111559
253666,0,0.7131125
57466,9,0.7730834
223561,9,0.7738251
512577,1,0.86259794
413579,2,0.9330188
401492,6,0.70704436
287772,6,0.73421174
266271,5,0.8586684
156986,6,0.74119735
80621,6,0.73762316
469506,9,0.79375076
76285,9,0.8444519
156781,1,0.8556436
339312,5,0.8469342
194165,5,0.8318391
188739,0,0.87933177
185433,1,0.8637537
147077,5,0.83800584
117606,5,0.7750932
244182,5,0.8842654
440833,5,0.82786345
265303,15,0.890223
99887,2,0.9083283
262424,15,0.8266622
108926,0,0.7630454
438523,2,0.9595643
296684,1,0.92844754
477635,2,0.9190553
260929,1,0.9194649
398156,1,0.94052523
205692,1,0.9217273
163391,2,0.98504174
358047,2,0.9202438
150516,9,0.69750565
529732,9,0.79055786
305401,15,0.84251815
324324,4,0.74121493
287450,13,0.96533275
140942,5,0.8228981
109258,15,0.8271321
207308,4,0.67532337
168876,2,0.94484943
261086,0,0.73319983
224713,2,0.9332257
52543,4,0.94298244
226765,15,0.7438924
270950,2,0.9830904
275954,12,0.78933007
465548,3,0.8010425
390305,0,0.9222075
209138,5,0.8990731
398262,2,0.9631126
193968,9,0.8412946
153299,4,0.9099253
455733,13,0.92987996
379235,13,0.914849
193082,12,0.84849966
256370,1,0.7912069
163047,13,0.9143036
450690,1,0.91335225
486072,9,0.8971544
13142,2,0.954185
285491,9,0.84344256
308318,1,0.88169503
146745,2,0.9566974
263492,13,0.923256
261222,2,0.97028273
313019,15,0.8765702
400014,1,0.9130343
333380,1,0.80700594
259201,2,0.9267591
111092,5,0.829711
265270,13,0.8949767
180388,5,0.8748933
72954,2,0.92885417
514831,5,0.7611667
345709,9,0.8488018
408141,2,0.9422172
249934,2,0.9210185
441698,4,0.93471307
193041,5,0.8338872
258122,1,0.88013935
138121,2,0.8911484
266048,0,0.67260724
91075,3,0.80029243
95087,4,0.8464821
216518,0,0.8077983
143466,3,0.7311868
216277,8,0.93922096
315361,3,0.83031994
350916,8,0.8323741
238054,0,0.8064646
78945,3,0.7074278
289378,13,0.8574729
205571,8,0.5785136
324680,3,0.77913105
249836,13,0.91081434
323294,6,0.76905495
302158,3,0.7878532
387926,12,0.8039162
276924,12,0.733137
358357,12,0.7924852
35065,6,0.8335007
192879,13,0.9047667
128835,6,0.72213006
147786,12,0.81928784
91886,6,0.77297384
133923,6,0.7506145
188098,3,0.73929405
203070,3,0.8167707
78332,13,0.99067223
343776,3,0.8562795
48582,3,0.8049016
271150,8,0.88883966
69234,3,0.71272373
248366,0,0.85951465
34387,3,0.77422214
368961,3,0.90107906
3304,3,0.78327686
59627,3,0.8709033
253776,3,0.71066827
213869,3,0.79968005
103164,13,0.88437426
233557,6,0.81766593
84954,13,0.9127933
110669,13,0.9126566
274031,13,0.9073117
370418,13,0.91660744
289744,3,0.9771829
139776,3,0.8236264
144268,13,0.89126
154816,13,0.92685336
338163,0,0.7228086
114567,13,0.91901505
416300,10,0.8321149
168831,0,0.8391877
64574,10,0.8897037
374618,13,0.8060502
96802,3,0.874801
331384,13,0.9022801
142481,12,0.6893208
111442,10,0.8853063
141793,10,0.7888665
3691,13,0.8774987
78195,3,0.7479633
159761,13,0.9552662
72996,4,0.7032224
411516,0,0.6271582
264258,6,0.8060644
161701,13,0.85954314
79527,3,0.77930576
244598,3,0.90460616
77910,13,1.0148244
160106,13,0.9190524
383966,13,1.0077634
96322,3,0.7808315
196822,13,0.9920746
139582,3,0.76865894
487202,3,0.9002138
93164,10,0.7888665
114448,10,0.69897884
119396,3,0.8388481
35852,13,0.93528265
193618,13,0.9061711
29088,6,0.77250814
233318,13,0.985283
286429,3,0.7290917
91895,3,0.8316216
286518,8,0.8580349
103820,13,0.8014135
139810,3,0.81132704
462250,13,0.8203667
493839,4,0.8191755
331885,0,0.91445905
284621,0,0.63123983
4326,0,0.84580714
87307,13,0.9671743
233512,14,0.90053886
140285,13,0.9875692
107455,13,0.8349778
415457,3,0.7939565
394101,12,0.68852895
24981,13,0.94224995
287815,0,0.6228197
68183,13,0.90992653
236829,0,0.8102881
296061,0,0.9301228
386899,3,0.77458674
49212,13,0.9487091
45966,6,0.75530624
62358,13,0.92272735
347696,13,0.91334254
114754,13,0.9868538
257358,0,0.63310045
68179,12,0.7110389
180045,6,0.7686742
322729,8,0.46906662
321105,12,0.7906262
19555,12,0.8067718
459539,8,0.9436674
145295,13,0.9066712
50920,13,0.9255072
145290,13,0.9180119
160224,13,0.8418714
66744,13,0.8858266
186347,6,0.70550436
240740,13,0.9337518
288569,3,0.7174041
477761,6,0.823314
87303,6,0.73093426
213643,13,0.9602626
191166,0,0.76378685
168934,0,0.6320283
362765,3,0.8400339
275943,13,0.95864064
426288,13,0.86711067
139130,8,0.9537211
106564,13,0.87198055
48497,3,0.68227875
157356,10,0.8387512
10303,13,0.9555611
43213,0,0.89039266
199153,0,0.7941913
411070,0,0.89511055
198527,4,0.875229
243952,13,0.9250603
73701,4,0.9431793
19669,4,0.85835767
339746,0,0.95574325
418762,13,0.9948818
37771,10,0.79475933
3027,0,0.89615965
155584,13,0.90632385
306104,13,0.9863818
262818,13,0.8917015
443906,6,0.7710493
20459,12,0.7625781
336882,12,0.9266306
226849,13,0.993953
113931,6,0.82370615
220047,13,0.820156
340649,13,1.006763
21207,13,0.89449954
126226,4,0.8331144
76824,0,0.9095205
322443,0,0.80673194
288818,13,0.99664927
231175,0,0.8953048
185596,10,0.88546515
275782,4,0.87537056
408868,0,0.8619835
224736,8,0.7935233
214807,3,0.82121325
118745,3,0.8854784
288112,3,0.79666334
70531,3,0.88043994
64253,3,0.8033698
64354,13,1.0035775
292966,8,0.55994946
106599,13,0.9102234
129577,13,0.8657489
94035,3,0.758736
193961,3,0.7693576
466767,13,0.92960095
285441,6,0.81407243
385272,3,0.73013353
91700,3,0.76086396
514138,3,0.8083788
116248,3,0.74240935
24532,3,0.8765245
244352,3,0.7621939
70700,13,0.8862535
75282,3,0.79232216
73704,3,0.73278016
2141,3,0.882655
146691,3,0.7967461
284285,13,0.9356017
512718,15,0.6646157
460669,13,0.84057117
184669,6,0.74348074
75171,12,0.8238937
137524,6,0.688435
193183,12,0.76575625
360603,4,0.9016434
126202,3,0.858383
199533,8,0.68160164
25608,15,0.88534623
218768,13,0.9436719
175858,13,0.94365305
101188,13,0.97383964
337308,13,0.88921416
472579,3,0.798835
88549,3,0.8081947
45993,5,0.8526463
36100,2,1.015722
65340,0,0.76947844
473163,0,0.81834143
87225,3,0.8357864
193462,13,1.0099912
155000,2,0.9337106
296157,15,0.794662
503295,5,0.8068828
458588,2,1.0080343
480340,4,0.8061892
151442,13,0.9576827
98313,2,0.9568945
101656,3,0.8128336
225082,2,0.95139855
32746,13,0.875191
342346,3,0.669244
67340,3,0.8586437
438651,12,0.8069075
277875,12,0.67456686
206061,6,0.92305094
83354,6,0.813456
343012,3,0.80465513
11918,13,0.8619415
469800,3,0.74350655
376684,13,0.9254668
22128,0,0.68496454
163360,0,0.6862847
132558,3,0.7302451
80935,10,0.7507084
210940,11,0.879306
62530,9,0.6591663
2142,3,0.7154428
477413,6,0.7106071
17227,3,0.8795101
238073,8,0.5372172
88820,2,0.8931757
225664,2,0.9533153
467871,3,0.868858
345167,1,0.85167533
160457,13,0.96641964
134784,2,0.96681243
433797,13,0.94306374
403264,3,0.7830158
93560,3,0.8492848
406935,4,0.88902724
22913,3,0.86495
472824,13,0.85129344
363434,13,0.9373441
500261,6,0.72709274
285773,3,0.68281347
418729,13,0.9232509
224628,5,0.8610013
305085,4,0.90231484
370626,13,0.85261875
229264,13,0.8364979
167334,6,0.8089136
167476,9,0.6531556
105177,0,0.75660604
59151,5,0.89716595
111013,5,0.8624992
201142,5,0.8590047
89681,4,0.8822763
69826,13,0.94795877
143746,3,0.67980164
438570,5,0.8619527
400536,9,0.8109016
8990,2,0.9576271
163445,13,0.94365305
37971,3,0.815897
153992,6,0.83370787
125437,6,0.7262792
142501,13,0.93050253
128992,9,0.7226198
339259,3,0.69947827
314315,5,0.8352113
433502,2,0.9447652
406196,2,1.0048776
293134,9,0.8844091
31562,5,0.80739605
186714,3,0.8878316
236658,0,0.829589
288152,6,0.77459097
382405,13,0.9775085
52881,5,0.87491596
110111,0,0.70927775
341015,13,0.7799261
63027,0,0.8020768
31730,3,0.64185053
488012,13,0.8888709
107132,13,0.8866646
387090,5,0.8060429
40983,0,0.71818835
90028,13,0.9308121
233162,13,1.007694
200881,8,0.8082527
177532,14,0.9168722
79304,0,0.7416207
22998,2,0.9647766
27690,6,0.78771293
45767,8,0.9297639
154229,0,0.6329839
59426,11,0.8967101
32824,3,0.8478306
108679,13,1.0268866
184791,7,0.72951823
178083,2,0.9371419
135158,1,0.7142816
391270,11,0.83702123
179824,2,0.9937065
325380,3,0.8645593
116319,15,0.80078715
503549,12,0.73530763
40360,3,0.86102474
296661,3,0.68031937
144889,13,0.93506604
244332,2,1.0294914
16003,0,0.8438144
362589,2,0.9633942
389779,4,0.83245486
318053,13,0.9844408
206646,10,0.90185386
244236,2,0.9525998
366713,10,0.8239705
97410,0,0.6161325
55487,2,0.91404676
237286,14,0.8500295
210563,7,0.70190763
159465,2,0.9341435
120293,2,0.98107916
430760,11,0.7801349
34639,10,0.8740181
303427,0,0.95224273
295479,2,0.9514886
493522,4,0.86499375
440365,14,0.84860957
135411,1,0.9218591
459518,2,0.9338567
457272,13,0.9538418
516217,3,0.842365
57238,4,0.94453484
392352,8,0.46383256
223918,1,0.90804553
295117,4,0.8432371
317772,2,0.88069105
395743,9,0.8136389
25597,0,0.7739597
223353,2,0.9717144
477696,4,0.8547653
360342,2,0.9924119
204441,2,0.93868345
274838,0,0.7032864
83739,1,0.80573636
81064,1,0.9272876
293529,6,0.8744456
390042,2,0.9548634
307142,9,0.87447554
119206,11,0.9218065
299621,14,0.76146436
236568,11,0.8960155
84742,2,0.92742217
18972,9,0.85075706
409079,15,0.8373956
21886,2,0.9008357
311719,2,0.9212378
160664,15,0.84011596
470062,1,0.91899437
416541,2,0.9846691
455915,2,0.92798936
77299,2,0.95305216
339284,2,0.9056646
172362,4,0.9202202
50918,2,0.91174203
180579,14,0.85596126
379793,2,0.98262316
447653,2,0.9188264
390373,15,0.80052316
353453,5,0.903773
99847,15,0.86975807
113799,6,0.71788996
11610,1,0.8379743
147072,11,0.8014712
24451,9,0.81460476
316245,12,0.93450046
115384,2,0.96644294
12618,9,0.8145795
104861,2,0.92241895
111758,15,0.8887077
13418,1,0.87602496
136622,9,0.88414663
440284,11,0.8588291
379133,14,0.8752373
48575,4,0.8425492
168360,13,0.9355829
38109,2,0.923325
63,1,0.8240507
360939,9,0.6775861
379616,14,0.8043319
109173,4,0.927092
135368,15,0.83149254
150477,15,0.787016
213380,2,0.9852292
172916,11,0.7751041
300921,5,0.8405535
94668,13,0.9359864
122191,15,0.80387676
160595,6,0.81739044
71225,5,0.8799958
245011,15,0.842312
21688,4,0.91781044
102350,15,0.8328301
215139,4,0.8784279
15070,2,0.9538151
85500,15,0.84020287
29515,9,0.88439184
197244,13,0.8644286
193487,4,0.85820484
148132,15,0.7187064
49085,15,0.76744044
383689,2,0.9524102
471852,3,0.8151
152914,4,0.84535086
52970,2,0.981391
81612,15,0.888437
414386,1,0.7925696
171918,15,0.8626208
177490,2,0.95595115
151201,11,0.828157
458694,9,0.84546924
163430,15,0.82167304
37240,15,0.8833575
67586,2,0.90248984
413727,1,0.8904938
170178,2,0.92779016
269039,1,0.8460931
18816,2,0.9488775
152540,5,0.8830516
415384,2,0.9106812
137308,1,0.87687325
87077,2,0.9694336
11853,15,0.90802
165483,0,0.95060736
126440,2,0.94630605
300221,4,0.9277154
183831,9,0.7994267
280606,15,0.9134568
194992,15,0.80956113
519314,15,0.84686327
113248,15,0.64455473
54319,0,0.6780812
102614,2,0.95192397
81403,2,0.8968249
219434,2,0.958697
114545,9,0.7895315
113532,15,0.9054547
13335,7,0.7356805
340199,1,0.92436063
283105,2,0.9214917
52034,7,0.9094083
242475,5,0.84431344
50652,7,0.74460614
262218,13,0.95346016
176079,2,0.9665772
233078,2,0.94201046
9262,2,0.95984393
152173,11,0.8592061
85651,4,0.8549632
284200,15,0.91929734
495323,1,0.8569274
35509,9,0.79061306
213260,7,0.88217574
115453,11,0.87917644
58816,13,1.0149094
192045,15,0.84774774
8950,2,0.9423123
178256,2,0.90721124
35224,9,0.80283254
82784,9,0.8704452
287453,4,0.9358767
2015,15,0.8567656
275621,4,0.9309723
265311,1,0.8043751
312422,2,0.9124698
98150,4,0.8978487
51782,15,0.8545067
285960,2,0.8929996
409054,2,0.9377137
107588,4,0.8672145
445599,15,0.7622261
422895,9,0.8435121
384227,15,0.84966195
517578,15,0.82515717
229538,15,0.83332664
30835,4,0.89477396
230100,0,0.91604495
33632,7,0.8744836
119572,2,0.93828714
386357,1,0.8205688
131391,2,0.96127397
495307,7,0.9082906
180955,15,0.90284926
51533,15,0.86701834
411003,7,0.83531314
437737,15,0.92969984
125072,15,0.82776874
96635,4,0.9126397
162117,15,0.82269484
255724,2,0.9119239
306286,2,0.9279961
460238,11,0.83371866
61770,13,0.846354
294549,2,0.9569195
302067,15,0.81439763
213941,15,0.8787456
59587,2,0.96065253
3649,4,0.86863416
474619,2,0.9136071
289340,1,0.8863412
122042,2,0.9470992
249499,2,0.9743605
6812,2,0.9462452
159482,2,0.9147682
149657,15,0.832497
169705,15,0.7677507
412087,2,0.95233953
136944,15,0.8173283
301907,4,0.892151
282146,15,0.81659037
126189,13,0.89601094
98807,4,0.8068657
208841,2,0.88880485
17116,9,0.8585211
62295,15,0.90157527
96588,6,0.8060759
274172,14,0.88436395
60820,2,0.9423817
220255,11,0.9376658
350829,5,0.91779655
185883,9,0.94105196
261563,15,0.8372392
73278,11,0.8364142
30179,9,0.76682556
408056,15,0.70746535
15058,2,0.9585888
110214,2,0.95296144
426092,2,0.9449875
430289,13,0.9599047
374395,2,0.89373434
358441,15,0.80109966
412545,1,0.8569698
17403,13,0.9057426
343037,9,0.6485438
18971,2,0.9283847
302296,2,0.96198136
230781,15,0.81437993
254516,15,0.80225164
427846,13,0.89464957
475994,11,0.78483564
301594,9,0.6679626
346662,4,0.88583934
333780,15,0.87944
15392,4,0.8789488
263852,9,0.9006342
54563,9,0.81400806
253925,5,0.8245816
224175,13,0.9795775
306991,15,0.81739616
231129,0,0.8353849
374938,11,0.64126605
34557,2,0.9440423
136069,9,0.76186746
141026,15,0.867787
402724,2,0.9487384
215133,13,0.8992371
119651,13,0.9016212
116179,2,0.9583485
51952,1,0.91232485
295409,2,0.91764766
264346,2,0.96515447
43646,0,0.9591794
213058,8,0.66552585
260714,11,0.86605006
394036,5,0.84880537
394139,2,0.94677407
394156,6,0.922473
291785,12,0.85182023
318556,2,0.9426165
24835,2,0.9570716
340291,2,0.9071257
121753,9,0.7731949
159476,4,0.873722
295065,14,0.7425641
493173,9,0.7959442
148776,5,0.74899644
349318,5,0.8241426
47046,15,0.87732285
315810,8,0.46888667
13035,4,0.6321781
243446,0,0.7237991
481897,2,0.92592645
356432,2,0.93805474
233411,2,0.95168823
374643,2,0.9927501
481779,2,0.9909004
524501,5,0.75735885
212807,2,0.96326476
361375,13,0.93130714
81663,2,0.91903484
483232,2,0.9528421
146727,2,0.9274561
121818,4,0.9251934
7354,0,0.8118468
193560,8,0.94264716
428720,3,0.95782465
85892,3,0.9643859
167995,8,0.46006072
169725,1,0.8645126
12711,2,0.9125078
195388,4,0.8791031
369218,8,0.6606152
352656,13,0.9413863
235628,8,0.8719636
506187,4,0.8116341
481904,2,0.960903
52399,9,0.8912329
424481,2,0.98260176
127731,2,0.93743753
244812,2,0.95861983
30996,2,0.9256941
452716,5,0.8786778
178314,5,0.91353214
104088,5,0.84923095
60670,5,0.92625916
158254,5,0.81260294
326706,2,1.0079529
130526,5,0.6649731
109536,5,0.8094231
121166,11,0.75441194
79618,5,0.73728853
461487,4,0.95010835
164921,2,0.9134067
62523,2,0.98815054
81100,5,0.6539394
210159,8,0.90354174
88584,11,0.8383211
166451,11,0.8397529
191570,5,0.887964
174825,2,0.98607904
202182,11,0.8549505
15181,11,0.8541047
528367,2,0.9329615
201675,5,0.92768276
335589,5,0.81487787
104906,5,0.92017704
57921,2,0.94658345
61151,11,0.8751917
157951,4,0.5900098
359280,5,0.8266733
131469,5,0.882428
167710,11,0.7855229
7996,11,0.85134774
31670,5,0.7851635
239827,11,0.8622465
285302,2,0.99773926
169009,5,0.7285969
153569,15,0.90770805
141789,5,0.7295305
182474,9,0.8631933
56580,11,0.8945689
126106,11,0.89263195
71542,2,0.9650758
25706,0,0.87231994
326549,5,0.9300263
299002,9,0.9076464
61800,5,0.9270484
345798,5,0.85456115
50805,5,0.90337723
208363,5,0.91003114
460446,2,0.96499693
384919,11,0.91890574
164814,5,0.9410893
37328,2,0.9660564
334430,5,0.849665
375935,9,0.87609
379588,1,0.8959307
411372,5,0.86459804
428235,1,0.8250823
3881,5,0.86701113
107321,5,0.80487156
7655,5,0.8691701
172352,11,0.86093825
445570,5,0.9188941
344305,9,0.8975669
247081,2,0.9242961
403222,5,0.90242976
228208,11,0.8929844
179075,5,0.75479144
25695,5,0.8937041
507297,11,0.8749159
67140,5,0.86539054
244378,2,0.9413014
187301,5,0.89217705
248789,11,0.9408914
59149,5,0.9003498
186223,5,0.78956985
301726,5,0.6369662
70443,15,0.86567175
76300,11,0.9439947
127076,2,0.96876925
237663,5,0.6242339
109959,5,0.6262283
147675,2,0.99197376
479071,5,0.8962157
353890,11,0.8433136
52654,15,0.8859599
163318,4,0.8323162
283668,8,0.85720336
