recipe_id,row_index
142779,1649
63706,1650
300049,1651
252194,1652
315660,1653
33387,1654
140867,1655
123602,1656
120068,1657
256190,1658
135725,1659
226152,1660
226115,1661
79312,1662
14873,1663
14434,1664
153109,1665
235066,1666
366021,1667
112480,1668
161254,1669
374443,1670
377658,1671
334698,1672
377811,1673
353623,1674
353846,1675
352833,1676
487800,1677
363791,1678
331719,1679
399771,1680
377884,1681
372909,1682
380846,1683
355103,1684
359391,1685
354476,1686
354751,1687
351977,1688
363746,1689
375504,1690
329008,1691
350240,1692
483959,1693
328430,1694
8131,1695
177148,1696
8827,1697
235161,1698
27815,1699
284024,1700
219479,1701
460069,1702
128735,1703
28355,1704
132277,1705
275996,1706
59472,1707
181386,1708
449621,1709
234155,1710
223979,1711
419990,1712
112853,1713
308031,1714
392262,1715
458360,1716
411275,1717
298638,1718
199199,1719
192217,1720
135164,1721
523276,1722
344260,1723
309247,1724
352439,1725
369262,1726
437642,1727
268557,1728
441180,1729
358585,1730
258990,1731
178883,1732
244296,1733
102398,1734
363962,1735
260665,1736
532656,1737
234856,1738
131170,1739
253194,1740
114599,1741
115831,1742
227248,1743
163591,1744
271185,1745
71702,1746
65041,1747
267905,1748
85142,1749
142269,1750
323029,1751
266994,1752
262569,1753
255734,1754
263891,1755
103406,1756
470907,1757
170494,1758
285725,1759
252234,1760
81357,1761
78296,1762
246568,1763
330611,1764
196812,1765
102749,1766
43345,1767
79453,1768
167747,1769
447342,1770
452525,1771
302152,1772
23308,1773
68563,1774
396400,1775
13709,1776
21826,1777
361598,1778
229252,1779
29512,1780
101606,1781
82796,1782
168085,1783
284886,1784
473755,1785
106882,1786
173611,1787
353023,1788
18809,1789
230004,1790
40050,1791
199022,1792
288721,1793
248199,1794
376957,1795
408940,1796
242403,1797
421771,1798
83608,1799
277562,1800
371704,1801
69990,1802
394588,1803
267714,1804
274926,1805
97315,1806
392112,1807
114558,1808
93073,1809
393742,1810
380747,1811
90174,1812
251108,1813
295712,1814
120842,1815
144823,1816
392275,1817
290438,1818
144643,1819
252680,1820
422801,1821
14341,1822
87520,1823
338790,1824
368986,1825
466426,1826
38191,1827
182820,1828
373454,1829
329289,1830
296649,1831
191671,1832
165074,1833
29306,1834
244294,1835
240712,1836
376862,1837
442098,1838
456660,1839
424551,1840
156219,1841
62991,1842
374461,1843
113458,1844
135216,1845
430413,1846
396232,1847
78456,1848
106132,1849
158915,1850
435110,1851
99864,1852
3892,1853
157582,1854
206136,1855
300355,1856
292739,1857
309161,1858
373741,1859
147440,1860
268065,1861
368852,1862
194687,1863
11427,1864
281241,1865
170594,1866
194689,1867
351371,1868
298107,1869
143786,1870
253004,1871
430830,1872
229362,1873
351422,1874
483996,1875
291558,1876
240608,1877
130044,1878
461841,1879
373269,1880
373290,1881
429567,1882
414783,1883
232875,1884
264078,1885
415458,1886
163258,1887
131977,1888
301973,1889
76537,1890
