name,id,minutes,contributor_id,submitted,tags,nutrition,n_steps,steps,description,ingredients,n_ingredients,ingredients_list,tags_list,steps_list,calories,total_fat_pdv,sugar_pdv,sodium_pdv,protein_pdv,saturated_fat_pdv,carbohydrates_pdv,ingredients_norm,ingredients_set,base_position,log_minutes,log_calories,log_total_fat_pdv,log_sugar_pdv,log_sodium_pdv,log_protein_pdv,log_saturated_fat_pdv,log_carbohydrates_pdv,steps_text,core_ingredients,n_core_ingredients,rating_mean,rating_count,bayesian_rating,interaction_count,review_count,log_rating_count,log_interaction_count,log_review_count,course_category,dish_type,main_ingredient_group,cuisine,eda_cluster,eda_center_distance,minutes_rec,bayesian_rating_rec,ing_base,ing,ingredient_set,is_meal_candidate,core_set,main_ings_rule1_2,sub_ings_rule1_2,main_ings_rule2,sub_ings_rule2,main_ings,sub_ings,ing_tokens,ingredient_text,taste_cluster,taste_center_distance,cluster_label
oven scrambled eggs for a crowd,37825,45,6258,2002-08-20,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'for-large-groups', '5-ingredients-or-less', 'very-low-carbs', 'breakfast', 'main-dish', 'eggs-dairy', 'oven', 'easy', 'dinner-party', 'eggs', 'dietary', 'one-dish-meal', 'low-carb', 'inexpensive', 'low-in-something', 'equipment', 'number-of-servings']","[121.7, 14.0, 1.0, 13.0, 14.0, 22.0, 0.0]",9,"['divide butter among four 13 x 9 inch baking dishes', 'combine eggs and salt', 'mix well', 'gradually stir in milk', 'pour evenly into baking dishes', 'bake , uncovered at 350f for 10 minutes', 'stir', 'bake 10-15 minutes more or until eggs are set', 'serve immediately']",cooking for a crowd? a really big crowd? use this easy recipe for an easy egg dish.,"['butter', 'eggs', 'salt', 'milk']",4,"[""butter"", ""eggs"", ""salt"", ""milk""]","[""60-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""occasion"", ""for-large-groups"", ""5-ingredients-or-less"", ""very-low-carbs"", ""breakfast"", ""main-dish"", ""eggs-dairy"", ""oven"", ""easy"", ""dinner-party"", ""eggs"", ""dietary"", ""one-dish-meal"", ""low-carb"", ""inexpensive"", ""low-in-something"", ""equipment"", ""number-of-servings""]","[""divide butter among four 13 x 9 inch baking dishes"", ""combine eggs and salt"", ""mix well"", ""gradually stir in milk"", ""pour evenly into baking dishes"", ""bake , uncovered at 350f for 10 minutes"", ""stir"", ""bake 10-15 minutes more or until eggs are set"", ""serve immediately""]",121.7,14.0,1.0,13.0,14.0,22.0,0.0,"[""butter"", ""egg"", ""milk"", ""salt""]","[""butter"", ""egg"", ""milk"", ""salt""]",151020,3.828641396489095,4.809742351716865,2.70805020110221,0.6931471805599453,2.6390573296152584,2.70805020110221,3.1354942159291497,0.0,"divide butter among four 13 x 9 inch baking dishes combine eggs and salt mix well gradually stir in milk pour evenly into baking dishes bake , uncovered at 350f for 10 minutes stir bake 10-15 minutes more or until eggs are set serve immediately","[""egg"", ""milk""]",2,5.0,10,4.923427445531217,11,11,2.3978952727983707,2.4849066497880004,2.4849066497880004,"[""breakfast"", ""main_dish""]",[],"[""egg""]",[],2,0.80305904,45.0,4.923427445531217,"[""butter"", ""egg"", ""salt"", ""milk""]","[""butter"", ""egg"", ""salt"", ""milk""]","[""butter"", ""egg"", ""milk"", ""salt""]",True,"[""butter"", ""egg"", ""milk""]","[""egg"", ""milk""]","[""butter""]","[""butter"", ""egg"", ""milk""]",[],"[""egg"", ""milk""]","[""butter""]","[""butter"", ""egg"", ""salt"", ""milk""]",butter egg salt milk,0,0.6043204,군집 1
fluffy oven scrambled eggs,118047,30,24386,2005-04-19,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', '5-ingredients-or-less', 'very-low-carbs', 'breakfast', 'eggs-dairy', 'easy', 'eggs', 'dietary', 'low-carb', 'low-in-something']","[243.3, 29.0, 1.0, 25.0, 28.0, 45.0, 1.0]",6,"['preheat oven to 350', 'pour melted butter into a glass 9x13 inch baking dish', 'in a large bowl , whisk eggs and salt together until well blended', 'gradually whisk in milk', 'pour egg mixture into the baking dish and bake uncovered for 10 minutes', 'stir , then bake 10 to 15 minutes more or until eggs are set to your liking']","this is an easy way to do scrambled eggs while you prepare the rest of your breakfast.  recipe can be halved very easily and baked in an 8"" square baking dish for the same amount of time.  recipe from allrecipes.","['butter', 'eggs', 'salt', 'milk']",4,"[""butter"", ""eggs"", ""salt"", ""milk""]","[""30-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""5-ingredients-or-less"", ""very-low-carbs"", ""breakfast"", ""eggs-dairy"", ""easy"", ""eggs"", ""dietary"", ""low-carb"", ""low-in-something""]","[""preheat oven to 350"", ""pour melted butter into a glass 9x13 inch baking dish"", ""in a large bowl , whisk eggs and salt together until well blended"", ""gradually whisk in milk"", ""pour egg mixture into the baking dish and bake uncovered for 10 minutes"", ""stir , then bake 10 to 15 minutes more or until eggs are set to your liking""]",243.3,29.0,1.0,25.0,28.0,45.0,1.0,"[""butter"", ""egg"", ""milk"", ""salt""]","[""butter"", ""egg"", ""milk"", ""salt""]",85306,3.4339872044851463,5.498396978263695,3.4011973816621555,0.6931471805599453,3.258096538021482,3.367295829986474,3.828641396489095,0.6931471805599453,"preheat oven to 350 pour melted butter into a glass 9x13 inch baking dish in a large bowl , whisk eggs and salt together until well blended gradually whisk in milk pour egg mixture into the baking dish and bake uncovered for 10 minutes stir , then bake 10 to 15 minutes more or until eggs are set to your liking","[""egg"", ""milk""]",2,4.944444444444445,18,4.90405646731873,18,18,2.9444389791664403,2.9444389791664403,2.9444389791664403,"[""breakfast""]",[],"[""egg""]",[],2,0.80305904,30.0,4.90405646731873,"[""butter"", ""egg"", ""salt"", ""milk""]","[""butter"", ""egg"", ""salt"", ""milk""]","[""butter"", ""egg"", ""milk"", ""salt""]",True,"[""butter"", ""egg"", ""milk""]","[""egg"", ""milk""]","[""butter""]","[""butter"", ""egg"", ""milk""]",[],"[""egg"", ""milk""]","[""butter""]","[""butter"", ""egg"", ""salt"", ""milk""]",butter egg salt milk,0,0.6043204,군집 1
simple scrambled eggs,320182,15,896500,2008-08-18,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'for-1-or-2', '5-ingredients-or-less', 'very-low-carbs', 'breakfast', 'eggs-dairy', 'easy', 'beginner-cook', 'eggs', 'stove-top', 'dietary', 'low-carb', 'low-in-something', 'brunch', 'equipment', 'number-of-servings']","[287.9, 36.0, 3.0, 34.0, 29.0, 58.0, 1.0]",12,"['in a small bowl , whisk all the eggs together , well', 'set aside', 'pour the milk , salt and butter in a small saucepan', 'por the eggs in slowly', 'cook on medium heat', 'after 5 minutes , mix the mixture', 'wait another 2-3 minutes', 'mix again', 'scrambled eggs will start to form', 'continue cooking and mixing until there is no or little runny eggs', 'if there is runny eggs , drain in the sink', 'serve ! is good with toast , bacon or just by itself']","this is a really easy recipe, but good for satisfying breakfast. make sure not to use too much milk, or scrambled eggs will be runny","['eggs', 'milk', 'butter', 'salt']",4,"[""eggs"", ""milk"", ""butter"", ""salt""]","[""15-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""occasion"", ""for-1-or-2"", ""5-ingredients-or-less"", ""very-low-carbs"", ""breakfast"", ""eggs-dairy"", ""easy"", ""beginner-cook"", ""eggs"", ""stove-top"", ""dietary"", ""low-carb"", ""low-in-something"", ""brunch"", ""equipment"", ""number-of-servings""]","[""in a small bowl , whisk all the eggs together , well"", ""set aside"", ""pour the milk , salt and butter in a small saucepan"", ""por the eggs in slowly"", ""cook on medium heat"", ""after 5 minutes , mix the mixture"", ""wait another 2-3 minutes"", ""mix again"", ""scrambled eggs will start to form"", ""continue cooking and mixing until there is no or little runny eggs"", ""if there is runny eggs , drain in the sink"", ""serve ! is good with toast , bacon or just by itself""]",287.9,36.0,3.0,34.0,29.0,58.0,1.0,"[""butter"", ""egg"", ""milk"", ""salt""]","[""butter"", ""egg"", ""milk"", ""salt""]",187237,2.772588722239781,5.66608060747219,3.6109179126442243,1.3862943611198906,3.5553480614894135,3.4011973816621555,4.07753744390572,0.6931471805599453,"in a small bowl , whisk all the eggs together , well set aside pour the milk , salt and butter in a small saucepan por the eggs in slowly cook on medium heat after 5 minutes , mix the mixture wait another 2-3 minutes mix again scrambled eggs will start to form continue cooking and mixing until there is no or little runny eggs if there is runny eggs , drain in the sink serve ! is good with toast , bacon or just by itself","[""egg"", ""milk""]",2,4.25,4,4.346854891062432,4,4,1.6094379124341003,1.6094379124341003,1.6094379124341003,"[""breakfast"", ""brunch""]",[],"[""egg""]",[],2,0.80305904,15.0,4.346854891062432,"[""egg"", ""milk"", ""butter"", ""salt""]","[""egg"", ""milk"", ""butter"", ""salt""]","[""butter"", ""egg"", ""milk"", ""salt""]",True,"[""butter"", ""egg"", ""milk""]","[""egg"", ""milk""]","[""butter""]","[""butter"", ""egg"", ""milk""]",[],"[""egg"", ""milk""]","[""butter""]","[""egg"", ""milk"", ""butter"", ""salt""]",egg milk butter salt,0,0.6043204,군집 1
easy yellow rice,310914,30,176352,2008-06-30,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'side-dishes', 'rice', 'easy', 'beginner-cook', 'dietary', 'pasta-rice-and-grains', 'medium-grain-rice']","[240.3, 12.0, 11.0, 65.0, 4.0, 5.0, 4.0]",10,"['in a large saucepan with a tight lid , bring 2 cups of vegetable broth to a boil', 'add 2 tbsp olive oil', 'add 8oz bag of yellow rice', 'stir while boiling for 1 minute', 'add 1 / 2 cup of cooking sherry', 'cover saucepan and reduce heat to simmer', 'cook for 20 minutes', 'add diced red peppers and quartered olives', 'stir and simmer for 3-5 minutes', 'serve hot !']","this is a quick way to jazz up yellow rice mix.  i got this recipe from my mother-in-law, who is the master of quick but flavorful dishes. i use vigo brand yellow rice,but others would work just as well. i make this as a side dish for mexican meals. it is colorful, easy, and super yummy!","['yellow rice mix', 'vegetable broth', 'olive oil', 'cooking sherry', 'roasted red peppers', 'green olives']",6,"[""yellow rice mix"", ""vegetable broth"", ""olive oil"", ""cooking sherry"", ""roasted red peppers"", ""green olives""]","[""30-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""side-dishes"", ""rice"", ""easy"", ""beginner-cook"", ""dietary"", ""pasta-rice-and-grains"", ""medium-grain-rice""]","[""in a large saucepan with a tight lid , bring 2 cups of vegetable broth to a boil"", ""add 2 tbsp olive oil"", ""add 8oz bag of yellow rice"", ""stir while boiling for 1 minute"", ""add 1 / 2 cup of cooking sherry"", ""cover saucepan and reduce heat to simmer"", ""cook for 20 minutes"", ""add diced red peppers and quartered olives"", ""stir and simmer for 3-5 minutes"", ""serve hot !""]",240.3,12.0,11.0,65.0,4.0,5.0,4.0,"[""cooking sherry"", ""green olives"", ""olive oil"", ""roasted red peppers"", ""vegetable broth"", ""yellow rice mix""]","[""cooking sherry"", ""green olives"", ""olive oil"", ""roasted red peppers"", ""vegetable broth"", ""yellow rice mix""]",78636,3.4339872044851463,5.4860409726309864,2.5649493574615367,2.4849066497880004,4.189654742026425,1.6094379124341003,1.791759469228055,1.6094379124341003,"in a large saucepan with a tight lid , bring 2 cups of vegetable broth to a boil add 2 tbsp olive oil add 8oz bag of yellow rice stir while boiling for 1 minute add 1 / 2 cup of cooking sherry cover saucepan and reduce heat to simmer cook for 20 minutes add diced red peppers and quartered olives stir and simmer for 3-5 minutes serve hot !","[""cooking sherry"", ""green olives"", ""roasted red peppers"", ""vegetable broth"", ""yellow rice mix""]",5,4.0,1,4.360376448791532,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,"[""side_dish""]",[],"[""grain_rice_pasta""]",[],1,0.6663115,30.0,4.360376448791532,"[""yellow rice mix"", ""vegetable broth"", ""olive oil"", ""cooking sherry"", ""roasted red peppers"", ""green olives""]","[""yellow rice mix"", ""vegetable broth"", ""olive oil"", ""cooking sherry"", ""roasted red pepper"", ""green olives""]","[""cooking sherry"", ""green olives"", ""olive oil"", ""roasted red pepper"", ""vegetable broth"", ""yellow rice mix""]",True,"[""cooking sherry"", ""green olives"", ""olive oil"", ""roasted red pepper"", ""vegetable broth"", ""yellow rice mix""]","[""roasted red pepper""]","[""cooking sherry"", ""green olives"", ""olive oil"", ""vegetable broth"", ""yellow rice mix""]","[""olive oil"", ""vegetable broth""]","[""cooking sherry"", ""green olives"", ""roasted red pepper"", ""yellow rice mix""]","[""roasted red pepper""]","[""cooking sherry"", ""green olives"", ""olive oil"", ""vegetable broth"", ""yellow rice mix""]","[""yellow_rice_mix"", ""vegetable_broth"", ""olive_oil"", ""cooking_sherry"", ""roasted_red_pepper"", ""green_olives""]",yellow_rice_mix vegetable_broth olive_oil cooking_sherry roasted_red_pepper green_olives,1,0.6451929,군집 2
tomato  sausage and emmental croissants,88697,17,73836,2004-04-09,"['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'lunch', 'dietary', 'sandwiches']","[520.7, 56.0, 45.0, 33.0, 29.0, 71.0, 11.0]",15,"['preheat oven to 200c', 'split the sausages and squeeze out the meat', 'discard the skins', 'heat oil in a frying pan and crumble in the sausage meat', 'cook for 4 to 5 minutes , stirring occasionally until browned and slightly crisp in places', 'cut the tomatoes in half and add to pan', 'cook for 3 to 4 minutes , stirring occasionally until the tomatoes are wilted', 'add the chilli flakes and stir over the heat for 1 minute', 'add the creme fraiche and cook for 1 to 2 minutes until thickened', 'make a split down the center of each croissant', 'stir 2 / 3 of the emmental cheese into the sausage mixture , then divide between the croissants', 'put on a baking tray and sprinkle the remaining emmental cheese over the top', 'bake for 5 minutes until they are hot and the cheese has melted', 'garnish with the torn parsley', 'serve hot or warm']","if you are counting calories, give these a miss, but if you want a rare treat, totally delicious and scrummy good, try these out. you won't be dissappointed and every mouthful will be worth it. a quick, easy and delicious lunch dish or a light supper.","['sausages', 'olive oil', 'plum tomatoes', 'dried chili pepper flakes', 'creme fraiche', 'plain croissants', 'emmenthaler cheese', 'flat leaf parsley']",8,"[""sausages"", ""olive oil"", ""plum tomatoes"", ""dried chili pepper flakes"", ""creme fraiche"", ""plain croissants"", ""emmenthaler cheese"", ""flat leaf parsley""]","[""30-minutes-or-less"", ""time-to-make"", ""course"", ""preparation"", ""lunch"", ""dietary"", ""sandwiches""]","[""preheat oven to 200c"", ""split the sausages and squeeze out the meat"", ""discard the skins"", ""heat oil in a frying pan and crumble in the sausage meat"", ""cook for 4 to 5 minutes , stirring occasionally until browned and slightly crisp in places"", ""cut the tomatoes in half and add to pan"", ""cook for 3 to 4 minutes , stirring occasionally until the tomatoes are wilted"", ""add the chilli flakes and stir over the heat for 1 minute"", ""add the creme fraiche and cook for 1 to 2 minutes until thickened"", ""make a split down the center of each croissant"", ""stir 2 / 3 of the emmental cheese into the sausage mixture , then divide between the croissants"", ""put on a baking tray and sprinkle the remaining emmental cheese over the top"", ""bake for 5 minutes until they are hot and the cheese has melted"", ""garnish with the torn parsley"", ""serve hot or warm""]",520.7,56.0,45.0,33.0,29.0,71.0,11.0,"[""creme fraiche"", ""dried chili pepper flakes"", ""emmenthaler cheese"", ""flat leaf parsley"", ""olive oil"", ""plain croissants"", ""plum tomatoes"", ""sausages""]","[""creme fraiche"", ""dried chili pepper flakes"", ""emmenthaler cheese"", ""flat leaf parsley"", ""olive oil"", ""plain croissants"", ""plum tomatoes"", ""sausages""]",215244,2.8903717578961645,6.257092710028347,4.04305126783455,3.828641396489095,3.5263605246161616,3.4011973816621555,4.276666119016055,2.4849066497880004,"preheat oven to 200c split the sausages and squeeze out the meat discard the skins heat oil in a frying pan and crumble in the sausage meat cook for 4 to 5 minutes , stirring occasionally until browned and slightly crisp in places cut the tomatoes in half and add to pan cook for 3 to 4 minutes , stirring occasionally until the tomatoes are wilted add the chilli flakes and stir over the heat for 1 minute add the creme fraiche and cook for 1 to 2 minutes until thickened make a split down the center of each croissant stir 2 / 3 of the emmental cheese into the sausage mixture , then divide between the croissants put on a baking tray and sprinkle the remaining emmental cheese over the top bake for 5 minutes until they are hot and the cheese has melted garnish with the torn parsley serve hot or warm","[""creme fraiche"", ""dried chili pepper flakes"", ""emmenthaler cheese"", ""flat leaf parsley"", ""plain croissants"", ""plum tomatoes"", ""sausages""]",7,4.0,1,4.360376448791532,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,"[""lunch""]","[""sandwich_burger""]",[],[],1,0.6683971,17.0,4.360376448791532,"[""sausages"", ""olive oil"", ""plum tomatoes"", ""dried chili pepper flakes"", ""creme fraiche"", ""plain croissants"", ""emmenthaler cheese"", ""flat leaf parsley""]","[""sausage"", ""olive oil"", ""plum tomato"", ""dried chili pepper flakes"", ""creme fraiche"", ""plain croissants"", ""emmenthaler cheese"", ""flat leaf parsley""]","[""creme fraiche"", ""dried chili pepper flakes"", ""emmenthaler cheese"", ""flat leaf parsley"", ""olive oil"", ""plain croissants"", ""plum tomato"", ""sausage""]",True,"[""creme fraiche"", ""dried chili pepper flakes"", ""emmenthaler cheese"", ""flat leaf parsley"", ""olive oil"", ""plain croissants"", ""plum tomato"", ""sausage""]","[""emmenthaler cheese"", ""plum tomato"", ""sausage""]","[""creme fraiche"", ""dried chili pepper flakes"", ""flat leaf parsley"", ""olive oil"", ""plain croissants""]","[""olive oil"", ""plum tomato""]","[""creme fraiche"", ""dried chili pepper flakes"", ""emmenthaler cheese"", ""flat leaf parsley"", ""plain croissants"", ""sausage""]","[""emmenthaler cheese"", ""plum tomato"", ""sausage""]","[""creme fraiche"", ""dried chili pepper flakes"", ""flat leaf parsley"", ""olive oil"", ""plain croissants""]","[""sausage"", ""olive_oil"", ""plum_tomato"", ""dried_chili_pepper_flakes"", ""creme_fraiche"", ""plain_croissants"", ""emmenthaler_cheese"", ""flat_leaf_parsley""]",sausage olive_oil plum_tomato dried_chili_pepper_flakes creme_fraiche plain_croissants emmenthaler_cheese flat_leaf_parsley,1,0.6451984,군집 2
riso verde  green rice,291765,30,446523,2008-03-13,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'healthy', 'side-dishes', 'rice', 'easy', 'low-fat', 'dietary', 'low-sodium', 'low-cholesterol', 'low-saturated-fat', 'low-calorie', 'healthy-2', 'low-in-something', 'pasta-rice-and-grains', 'white-rice', 'long-grain-rice', '3-steps-or-less']","[356.9, 8.0, 7.0, 5.0, 25.0, 5.0, 23.0]",6,"['heat the oil in a large wide-based saucepan , add the spring onion and rice and cook over medium heat , stirring , for 2 minutes', 'add stock and 1 cup hot water and simmer over medium-low heat for about', '10 minutes or until liquid has reduced and rice is almost cooked', 'add spinach and parsley to rice mixture , then mix using a fork until combined', 'cover with a tight-fitting lid and cook over low heat for a further 8 minutes or until rice is cooked', 'fluff the rice with a fork , then divide among 4 bowls and serve immediately with lemon halves']","put in for green, eggs and ham tag.","['olive oil', 'spring onions', 'long-grain white rice', 'reduced-sodium chicken broth', 'frozen spinach', 'flat leaf parsley', 'lemons']",7,"[""olive oil"", ""spring onions"", ""long-grain white rice"", ""reduced-sodium chicken broth"", ""frozen spinach"", ""flat leaf parsley"", ""lemons""]","[""30-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""healthy"", ""side-dishes"", ""rice"", ""easy"", ""low-fat"", ""dietary"", ""low-sodium"", ""low-cholesterol"", ""low-saturated-fat"", ""low-calorie"", ""healthy-2"", ""low-in-something"", ""pasta-rice-and-grains"", ""white-rice"", ""long-grain-rice"", ""3-steps-or-less""]","[""heat the oil in a large wide-based saucepan , add the spring onion and rice and cook over medium heat , stirring , for 2 minutes"", ""add stock and 1 cup hot water and simmer over medium-low heat for about"", ""10 minutes or until liquid has reduced and rice is almost cooked"", ""add spinach and parsley to rice mixture , then mix using a fork until combined"", ""cover with a tight-fitting lid and cook over low heat for a further 8 minutes or until rice is cooked"", ""fluff the rice with a fork , then divide among 4 bowls and serve immediately with lemon halves""]",356.9,8.0,7.0,5.0,25.0,5.0,23.0,"[""flat leaf parsley"", ""frozen spinach"", ""lemons"", ""long-grain white rice"", ""olive oil"", ""reduced-sodium chicken broth"", ""spring onions""]","[""flat leaf parsley"", ""frozen spinach"", ""lemons"", ""long-grain white rice"", ""olive oil"", ""reduced-sodium chicken broth"", ""spring onions""]",174400,3.4339872044851463,5.88025361777198,2.1972245773362196,2.0794415416798357,1.791759469228055,3.258096538021482,1.791759469228055,3.1780538303479458,"heat the oil in a large wide-based saucepan , add the spring onion and rice and cook over medium heat , stirring , for 2 minutes add stock and 1 cup hot water and simmer over medium-low heat for about 10 minutes or until liquid has reduced and rice is almost cooked add spinach and parsley to rice mixture , then mix using a fork until combined cover with a tight-fitting lid and cook over low heat for a further 8 minutes or until rice is cooked fluff the rice with a fork , then divide among 4 bowls and serve immediately with lemon halves","[""flat leaf parsley"", ""frozen spinach"", ""lemons"", ""long-grain white rice"", ""reduced-sodium chicken broth"", ""spring onions""]",6,5.0,1,4.693709782124865,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,"[""side_dish""]",[],"[""grain_rice_pasta""]",[],1,0.6659541,30.0,4.693709782124865,"[""olive oil"", ""spring onions"", ""long-grain white rice"", ""reduced-sodium chicken broth"", ""frozen spinach"", ""flat leaf parsley"", ""lemons""]","[""olive oil"", ""spring onion"", ""long-grain white rice"", ""reduced-sodium chicken broth"", ""frozen spinach"", ""flat leaf parsley"", ""lemon""]","[""flat leaf parsley"", ""frozen spinach"", ""lemon"", ""long-grain white rice"", ""olive oil"", ""reduced-sodium chicken broth"", ""spring onion""]",True,"[""flat leaf parsley"", ""frozen spinach"", ""lemon"", ""long-grain white rice"", ""olive oil"", ""reduced-sodium chicken broth"", ""spring onion""]","[""frozen spinach"", ""lemon"", ""long-grain white rice"", ""spring onion""]","[""flat leaf parsley"", ""olive oil"", ""reduced-sodium chicken broth""]","[""olive oil""]","[""flat leaf parsley"", ""frozen spinach"", ""lemon"", ""long-grain white rice"", ""reduced-sodium chicken broth"", ""spring onion""]","[""frozen spinach"", ""lemon"", ""long-grain white rice"", ""spring onion""]","[""flat leaf parsley"", ""olive oil"", ""reduced-sodium chicken broth""]","[""olive_oil"", ""spring_onion"", ""long-grain_white_rice"", ""reduced-sodium_chicken_broth"", ""frozen_spinach"", ""flat_leaf_parsley"", ""lemon""]",olive_oil spring_onion long-grain_white_rice reduced-sodium_chicken_broth frozen_spinach flat_leaf_parsley lemon,1,0.6460541,군집 2
