name,id,minutes,contributor_id,submitted,tags,nutrition,n_steps,steps,description,ingredients,n_ingredients,ingredients_list,tags_list,steps_list,calories,total_fat_pdv,sugar_pdv,sodium_pdv,protein_pdv,saturated_fat_pdv,carbohydrates_pdv,ingredients_norm,ingredients_set,base_position,log_minutes,log_calories,log_total_fat_pdv,log_sugar_pdv,log_sodium_pdv,log_protein_pdv,log_saturated_fat_pdv,log_carbohydrates_pdv,steps_text,core_ingredients,n_core_ingredients,rating_mean,rating_count,bayesian_rating,interaction_count,review_count,log_rating_count,log_interaction_count,log_review_count,course_category,dish_type,main_ingredient_group,cuisine,eda_cluster,eda_center_distance,minutes_rec,bayesian_rating_rec,ing_base,ing,ingredient_set,is_meal_candidate,core_set,main_ings_rule1_2,sub_ings_rule1_2,main_ings_rule2,sub_ings_rule2,main_ings,sub_ings,ing_tokens,ingredient_text,taste_cluster,taste_center_distance,missing_core,missing_count,owned_main_count,owned_core_count,utilization,match_ratio,purchase_cost,max_missing_tier,time_score,rating_score,preference_score,ingredient_score,final_score
coffee cup scramble,439095,4,323328,2010-10-09,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'breakfast', 'eggs-dairy', 'easy', 'microwave', 'eggs', 'equipment', 'small-appliance', 'number-of-servings', '3-steps-or-less']","[162.5, 16.0, 1.0, 6.0, 27.0, 19.0, 0.0]",8,"['coat 12 oz microwave safe coffee mug with cooking spray', 'add eggs and milk', 'beat until blended', 'microwave on high 45 seconds', 'stir', 'microwave until eggs are almost set , about 30-45 seconds longer', 'top with cheese', 'season with salt and pepper']","i got this at the taste of home cooking school on a card from the american egg board.  i haven't tried it yet, but it looks quick and easy.","['eggs', 'milk', 'shredded cheddar cheese', 'salt and pepper']",4,"[""eggs"", ""milk"", ""shredded cheddar cheese"", ""salt and pepper""]","[""15-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""for-1-or-2"", ""5-ingredients-or-less"", ""breakfast"", ""eggs-dairy"", ""easy"", ""microwave"", ""eggs"", ""equipment"", ""small-appliance"", ""number-of-servings"", ""3-steps-or-less""]","[""coat 12 oz microwave safe coffee mug with cooking spray"", ""add eggs and milk"", ""beat until blended"", ""microwave on high 45 seconds"", ""stir"", ""microwave until eggs are almost set , about 30-45 seconds longer"", ""top with cheese"", ""season with salt and pepper""]",162.5,16.0,1.0,6.0,27.0,19.0,0.0,"[""cheddar cheese"", ""egg"", ""milk"", ""salt and pepper""]","[""cheddar cheese"", ""egg"", ""milk"", ""salt and pepper""]",56277,1.6094379124341003,5.096812990337308,2.833213344056216,0.6931471805599453,1.9459101490553132,3.332204510175204,2.995732273553991,0.0,"coat 12 oz microwave safe coffee mug with cooking spray add eggs and milk beat until blended microwave on high 45 seconds stir microwave until eggs are almost set , about 30-45 seconds longer top with cheese season with salt and pepper","[""cheddar cheese"", ""egg"", ""milk"", ""salt and pepper""]",4,5.0,5,4.8687327637678,6,6,1.791759469228055,1.9459101490553132,1.9459101490553132,"[""breakfast""]",[],"[""egg""]",[],3,0.83720475,4.0,4.8687327637678,"[""egg"", ""milk"", ""cheddar cheese"", ""salt and pepper""]","[""egg"", ""milk"", ""cheddar cheese"", ""salt and pepper""]","[""cheddar cheese"", ""egg"", ""milk"", ""salt and pepper""]",True,"[""cheddar cheese"", ""egg"", ""milk""]","[""cheddar cheese"", ""egg"", ""milk""]",[],"[""cheddar cheese"", ""egg"", ""milk""]",[],"[""cheddar cheese"", ""egg"", ""milk""]",[],"[""egg"", ""milk"", ""cheddar_cheese"", ""salt_and_pepper""]",egg milk cheddar_cheese salt_and_pepper,0,0.8398612,[],0,3,3,0.6,1.0,0.0,0,0.9333333333333333,0.9671831909419499,0.0,0.6,0.760746930862956
sizzling french toast,11554,15,6164,2001-09-10,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'breakfast', 'lunch', 'eggs-dairy', 'easy', 'beginner-cook', 'kid-friendly', 'dietary', 'seasonal', 'comfort-food', 'taste-mood', 'to-go']","[129.0, 7.0, 5.0, 9.0, 13.0, 8.0, 4.0]",5,"['mix eggs , milk , salt and black pepper in an open bowl and beat well with a fork', 'heat a pan and spray with oil to coat the surface', 'dip bread in the mixture and put in the pan', 'turn the sides till bread is well cooked on both the sides', 'serve hot with tea , coffee or any soup of your choice']",it really sizzles in your mouth !!,"['eggs', 'milk', 'salt', 'black pepper', 'bread', 'oil']",6,"[""eggs"", ""milk"", ""salt"", ""black pepper"", ""bread"", ""oil""]","[""15-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""occasion"", ""breakfast"", ""lunch"", ""eggs-dairy"", ""easy"", ""beginner-cook"", ""kid-friendly"", ""dietary"", ""seasonal"", ""comfort-food"", ""taste-mood"", ""to-go""]","[""mix eggs , milk , salt and black pepper in an open bowl and beat well with a fork"", ""heat a pan and spray with oil to coat the surface"", ""dip bread in the mixture and put in the pan"", ""turn the sides till bread is well cooked on both the sides"", ""serve hot with tea , coffee or any soup of your choice""]",129.0,7.0,5.0,9.0,13.0,8.0,4.0,"[""black pepper"", ""bread"", ""egg"", ""milk"", ""oil"", ""salt""]","[""black pepper"", ""bread"", ""egg"", ""milk"", ""oil"", ""salt""]",187932,2.772588722239781,4.867534450455582,2.0794415416798357,1.791759469228055,2.302585092994046,2.6390573296152584,2.1972245773362196,1.6094379124341003,"mix eggs , milk , salt and black pepper in an open bowl and beat well with a fork heat a pan and spray with oil to coat the surface dip bread in the mixture and put in the pan turn the sides till bread is well cooked on both the sides serve hot with tea , coffee or any soup of your choice","[""bread"", ""egg"", ""milk"", ""oil""]",4,5.0,1,4.693709782124865,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,"[""breakfast"", ""lunch""]",[],"[""egg_dairy_unspecified""]",[],4,0.96127707,15.0,4.693709782124865,"[""egg"", ""milk"", ""salt"", ""black pepper"", ""bread"", ""oil""]","[""egg"", ""milk"", ""salt"", ""black pepper"", ""bread"", ""oil""]","[""black pepper"", ""bread"", ""egg"", ""milk"", ""oil"", ""salt""]",True,"[""bread"", ""egg"", ""milk""]","[""bread"", ""egg"", ""milk""]",[],"[""bread"", ""egg"", ""milk""]",[],"[""bread"", ""egg"", ""milk""]",[],"[""egg"", ""milk"", ""salt"", ""black_pepper"", ""bread"", ""oil""]",egg milk salt black_pepper bread oil,0,0.88370097,[],0,3,3,0.6,1.0,0.0,0,0.75,0.9234274455312161,0.0,0.6,0.7154802124176043
jim s microwave scrambled eggs,131426,9,218105,2005-07-27,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'very-low-carbs', 'breakfast', 'eggs-dairy', 'easy', 'microwave', 'eggs', 'dietary', 'low-sodium', 'low-carb', 'low-in-something', 'equipment', 'number-of-servings']","[147.9, 15.0, 1.0, 6.0, 25.0, 16.0, 0.0]",6,"['beat eggs well', 'add milk , salt and pepper', 'stir in diced onion', 'place in microwave save dish and cook on high for 2 minutes', 'stop and stir', 'cook 1 1 / 2-2 minutes longer on high']",a recipe i received from a friend of mine who did a little experimenting on making scrambled eggs in the microwave.  ended up being a really good recipe,"['eggs', 'milk', 'salt and pepper', 'onion']",4,"[""eggs"", ""milk"", ""salt and pepper"", ""onion""]","[""15-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""for-1-or-2"", ""5-ingredients-or-less"", ""very-low-carbs"", ""breakfast"", ""eggs-dairy"", ""easy"", ""microwave"", ""eggs"", ""dietary"", ""low-sodium"", ""low-carb"", ""low-in-something"", ""equipment"", ""number-of-servings""]","[""beat eggs well"", ""add milk , salt and pepper"", ""stir in diced onion"", ""place in microwave save dish and cook on high for 2 minutes"", ""stop and stir"", ""cook 1 1 / 2-2 minutes longer on high""]",147.9,15.0,1.0,6.0,25.0,16.0,0.0,"[""egg"", ""milk"", ""onion"", ""salt and pepper""]","[""egg"", ""milk"", ""onion"", ""salt and pepper""]",115246,2.302585092994046,5.003274939689963,2.772588722239781,0.6931471805599453,1.9459101490553132,3.258096538021482,2.833213344056216,0.0,"beat eggs well add milk , salt and pepper stir in diced onion place in microwave save dish and cook on high for 2 minutes stop and stir cook 1 1 / 2-2 minutes longer on high","[""egg"", ""milk"", ""salt and pepper""]",3,4.730769230769231,26,4.71718319094195,29,29,3.295836866004329,3.4011973816621555,3.4011973816621555,"[""breakfast""]",[],"[""egg""]",[],3,0.74778986,9.0,4.71718319094195,"[""egg"", ""milk"", ""salt and pepper"", ""onion""]","[""egg"", ""milk"", ""salt and pepper"", ""onion""]","[""egg"", ""milk"", ""onion"", ""salt and pepper""]",True,"[""egg"", ""milk"", ""onion""]","[""egg"", ""milk"", ""onion""]",[],"[""egg"", ""milk"", ""onion""]",[],"[""egg"", ""milk"", ""onion""]",[],"[""egg"", ""milk"", ""salt_and_pepper"", ""onion""]",egg milk salt_and_pepper onion,9,0.7465972,[],0,3,3,0.6,1.0,0.0,0,0.85,0.9292957977354874,0.0,0.6,0.7352624902914965
fluffy melty scrambled eggz,208896,12,263716,2007-02-02,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'very-low-carbs', 'omelets-and-frittatas', 'breakfast', 'eggs-dairy', 'easy', 'beginner-cook', 'eggs', 'dietary', 'low-carb', 'low-in-something', 'number-of-servings']","[165.9, 17.0, 2.0, 7.0, 25.0, 24.0, 0.0]",12,"['break the eggs in a saucepan', 'turn on the fire on its minimum and cook until the egg white is visible', 'it should take about 20 to 30 seconds', 'add the milk into the pan and rapidly stir the mixture', 'sprinkle the grated cheddar evenly across the top of the egg', 'when the cheese has become runny but not fully melted , stir the mixture vigorously', 'then let it stand for about 20 seconds', 'add salt and pepper to your personal taste and rapidly stir again', 'turn off the heat and continue to stir rapidly to break the egg bits to tiny pieces', ""they kind of stick back together so it doesn't look ugly , it just creates a nice texture"", 'voila ! serve with toast or bagel', 'absolutely gorgeous !']","so light and fluffy, but it literally melts on your tongue.  i like it half done, but the flavour is just as good when fully cooked.
its desperately simple and one really good start to the morning!!  relatively healthy and adds to your daily calcium serving!","['eggs', 'cheddar cheese', 'milk', 'salt and pepper']",4,"[""eggs"", ""cheddar cheese"", ""milk"", ""salt and pepper""]","[""15-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""for-1-or-2"", ""5-ingredients-or-less"", ""very-low-carbs"", ""omelets-and-frittatas"", ""breakfast"", ""eggs-dairy"", ""easy"", ""beginner-cook"", ""eggs"", ""dietary"", ""low-carb"", ""low-in-something"", ""number-of-servings""]","[""break the eggs in a saucepan"", ""turn on the fire on its minimum and cook until the egg white is visible"", ""it should take about 20 to 30 seconds"", ""add the milk into the pan and rapidly stir the mixture"", ""sprinkle the grated cheddar evenly across the top of the egg"", ""when the cheese has become runny but not fully melted , stir the mixture vigorously"", ""then let it stand for about 20 seconds"", ""add salt and pepper to your personal taste and rapidly stir again"", ""turn off the heat and continue to stir rapidly to break the egg bits to tiny pieces"", ""they kind of stick back together so it doesn't look ugly , it just creates a nice texture"", ""voila ! serve with toast or bagel"", ""absolutely gorgeous !""]",165.9,17.0,2.0,7.0,25.0,24.0,0.0,"[""cheddar cheese"", ""egg"", ""milk"", ""salt and pepper""]","[""cheddar cheese"", ""egg"", ""milk"", ""salt and pepper""]",85296,2.5649493574615367,5.11739483066779,2.8903717578961645,1.0986122886681098,2.0794415416798357,3.258096538021482,3.2188758248682006,0.0,"break the eggs in a saucepan turn on the fire on its minimum and cook until the egg white is visible it should take about 20 to 30 seconds add the milk into the pan and rapidly stir the mixture sprinkle the grated cheddar evenly across the top of the egg when the cheese has become runny but not fully melted , stir the mixture vigorously then let it stand for about 20 seconds add salt and pepper to your personal taste and rapidly stir again turn off the heat and continue to stir rapidly to break the egg bits to tiny pieces they kind of stick back together so it doesn't look ugly , it just creates a nice texture voila ! serve with toast or bagel absolutely gorgeous !","[""cheddar cheese"", ""egg"", ""milk"", ""salt and pepper""]",4,4.0,1,4.360376448791532,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,"[""breakfast""]","[""egg_dish""]","[""egg""]",[],3,0.83720475,12.0,4.360376448791532,"[""egg"", ""cheddar cheese"", ""milk"", ""salt and pepper""]","[""egg"", ""cheddar cheese"", ""milk"", ""salt and pepper""]","[""cheddar cheese"", ""egg"", ""milk"", ""salt and pepper""]",True,"[""cheddar cheese"", ""egg"", ""milk""]","[""cheddar cheese"", ""egg"", ""milk""]",[],"[""cheddar cheese"", ""egg"", ""milk""]",[],"[""cheddar cheese"", ""egg"", ""milk""]",[],"[""egg"", ""cheddar_cheese"", ""milk"", ""salt_and_pepper""]",egg cheddar_cheese milk salt_and_pepper,0,0.8398612,[],0,3,3,0.6,1.0,0.0,0,0.8,0.8400941121978831,0.0,0.6,0.7018438487812408
simple bird nest,293752,3,475085,2008-03-24,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'for-1-or-2', '5-ingredients-or-less', 'lunch', 'eggs-dairy', 'american', 'southwestern-united-states', 'tex-mex', 'easy', 'beginner-cook', 'kid-friendly', 'grains', 'eggs', 'dietary', 'gluten-free', 'infant-baby-friendly', 'sandwiches', 'inexpensive', 'free-of-something', 'toddler-friendly', 'pasta-rice-and-grains', 'brunch', 'taste-mood', 'sweet', 'number-of-servings', 'technique']","[140.0, 8.0, 5.0, 10.0, 16.0, 8.0, 4.0]",10,"['turn a small cup open side down', 'use it to cut a hole in the bread', 'fry it in a medium hot pan and toast for a few seconds on stove', 'crack the egg into the hole', 'let it cook 2mins', 'on one side', 'flip it', 'cook it for another minute', ""if you don't like a soft center , cook it for another minute or two"", 'i personally like to dip my bread in the egg !']",a quick and easy lunch.,"['egg', 'bread', 'salt']",3,"[""egg"", ""bread"", ""salt""]","[""15-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""cuisine"", ""preparation"", ""occasion"", ""north-american"", ""for-1-or-2"", ""5-ingredients-or-less"", ""lunch"", ""eggs-dairy"", ""american"", ""southwestern-united-states"", ""tex-mex"", ""easy"", ""beginner-cook"", ""kid-friendly"", ""grains"", ""eggs"", ""dietary"", ""gluten-free"", ""infant-baby-friendly"", ""sandwiches"", ""inexpensive"", ""free-of-something"", ""toddler-friendly"", ""pasta-rice-and-grains"", ""brunch"", ""taste-mood"", ""sweet"", ""number-of-servings"", ""technique""]","[""turn a small cup open side down"", ""use it to cut a hole in the bread"", ""fry it in a medium hot pan and toast for a few seconds on stove"", ""crack the egg into the hole"", ""let it cook 2mins"", ""on one side"", ""flip it"", ""cook it for another minute"", ""if you don't like a soft center , cook it for another minute or two"", ""i personally like to dip my bread in the egg !""]",140.0,8.0,5.0,10.0,16.0,8.0,4.0,"[""bread"", ""egg"", ""salt""]","[""bread"", ""egg"", ""salt""]",186618,1.3862943611198906,4.948759890378168,2.1972245773362196,1.791759469228055,2.3978952727983707,2.833213344056216,2.1972245773362196,1.6094379124341003,"turn a small cup open side down use it to cut a hole in the bread fry it in a medium hot pan and toast for a few seconds on stove crack the egg into the hole let it cook 2mins on one side flip it cook it for another minute if you don't like a soft center , cook it for another minute or two i personally like to dip my bread in the egg !","[""bread"", ""egg""]",2,5.0,1,4.693709782124865,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,"[""brunch"", ""lunch""]","[""sandwich_burger""]","[""egg"", ""grain_rice_pasta""]","[""southwestern-united-states"", ""tex-mex""]",2,0.96934867,3.0,4.693709782124865,"[""egg"", ""bread"", ""salt""]","[""egg"", ""bread"", ""salt""]","[""bread"", ""egg"", ""salt""]",True,"[""bread"", ""egg""]","[""bread"", ""egg""]",[],"[""bread"", ""egg""]",[],"[""bread"", ""egg""]",[],"[""egg"", ""bread"", ""salt""]",egg bread salt,3,0.9926726,[],0,2,2,0.4,1.0,0.0,0,0.95,0.9234274455312161,0.0,0.4,0.6427529396903316
kittencal s perfect poached eggs,271545,7,89831,2007-12-12,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', '5-ingredients-or-less', 'very-low-carbs', 'breakfast', 'eggs-dairy', 'easy', 'beginner-cook', 'holiday-event', 'eggs', 'stove-top', 'dietary', 'christmas', 'comfort-food', 'low-carb', 'inexpensive', 'low-in-something', 'brunch', 'taste-mood', 'equipment']","[74.8, 7.0, 0.0, 5.0, 12.0, 8.0, 0.0]",7,"['grease a saucepan with a very small amount of melted butter or margarine', 'add in cold water to a depth of 2-inches in the saucepan', 'add in milk and a pinch of salt to the water', 'bring to a boil then reduce to a light simmer', 'holding the egg as close as possible to the simmering water break eggs one at a time into the water', 'simmer over very low heat for 5 minutes or until desired doneness', 'carefully remove eggs with a slotted spoon']","this is the only method i use for the best poached eggs, you will never go wrong with this recipe!  you may of coarse increase the eggs to whatever amount desired, the addition of a small amount of milk will create a softer egg :)","['eggs', 'water', 'milk', 'salt']",4,"[""eggs"", ""water"", ""milk"", ""salt""]","[""15-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""occasion"", ""5-ingredients-or-less"", ""very-low-carbs"", ""breakfast"", ""eggs-dairy"", ""easy"", ""beginner-cook"", ""holiday-event"", ""eggs"", ""stove-top"", ""dietary"", ""christmas"", ""comfort-food"", ""low-carb"", ""inexpensive"", ""low-in-something"", ""brunch"", ""taste-mood"", ""equipment""]","[""grease a saucepan with a very small amount of melted butter or margarine"", ""add in cold water to a depth of 2-inches in the saucepan"", ""add in milk and a pinch of salt to the water"", ""bring to a boil then reduce to a light simmer"", ""holding the egg as close as possible to the simmering water break eggs one at a time into the water"", ""simmer over very low heat for 5 minutes or until desired doneness"", ""carefully remove eggs with a slotted spoon""]",74.8,7.0,0.0,5.0,12.0,8.0,0.0,"[""egg"", ""milk"", ""salt"", ""water""]","[""egg"", ""milk"", ""salt"", ""water""]",118245,2.0794415416798357,4.328098292648326,2.0794415416798357,0.0,1.791759469228055,2.5649493574615367,2.1972245773362196,0.0,grease a saucepan with a very small amount of melted butter or margarine add in cold water to a depth of 2-inches in the saucepan add in milk and a pinch of salt to the water bring to a boil then reduce to a light simmer holding the egg as close as possible to the simmering water break eggs one at a time into the water simmer over very low heat for 5 minutes or until desired doneness carefully remove eggs with a slotted spoon,"[""egg"", ""milk""]",2,4.85,20,4.8218695157443,21,21,3.044522437723423,3.091042453358316,3.091042453358316,"[""breakfast"", ""brunch""]",[],"[""egg""]",[],5,0.7982704,7.0,4.8218695157443,"[""egg"", ""water"", ""milk"", ""salt""]","[""egg"", ""water"", ""milk"", ""salt""]","[""egg"", ""milk"", ""salt"", ""water""]",True,"[""egg"", ""milk""]","[""egg"", ""milk""]",[],"[""egg"", ""milk""]",[],"[""egg"", ""milk""]",[],"[""egg"", ""water"", ""milk"", ""salt""]",egg water milk salt,0,0.7021803,[],0,2,2,0.4,1.0,0.0,0,0.8833333333333333,0.955467378936075,0.0,0.4,0.6393698912249902
one eyed monsters,419582,10,1499434,2010-04-09,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'breads', 'breakfast', 'eggs-dairy', 'easy', 'eggs', 'number-of-servings']","[138.0, 8.0, 5.0, 8.0, 16.0, 8.0, 4.0]",6,"['spray nonstick skillet with pam', 'using a cookie cutter , cut a hole in center of bread slices', 'place bread slices in skillet and break 1 egg into center of each one', 'let bottom brown and flip over to brown other side', 'you can add cheese if you wish', ""here's lookin' at you !""]",when i saw this recipe i thought it would be a cool way to get little guys to eat their eggs.,"['bread', 'eggs']",2,"[""bread"", ""eggs""]","[""15-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""for-1-or-2"", ""5-ingredients-or-less"", ""breads"", ""breakfast"", ""eggs-dairy"", ""easy"", ""eggs"", ""number-of-servings""]","[""spray nonstick skillet with pam"", ""using a cookie cutter , cut a hole in center of bread slices"", ""place bread slices in skillet and break 1 egg into center of each one"", ""let bottom brown and flip over to brown other side"", ""you can add cheese if you wish"", ""here's lookin' at you !""]",138.0,8.0,5.0,8.0,16.0,8.0,4.0,"[""bread"", ""egg""]","[""bread"", ""egg""]",147963,2.3978952727983707,4.9344739331306915,2.1972245773362196,1.791759469228055,2.1972245773362196,2.833213344056216,2.1972245773362196,1.6094379124341003,"spray nonstick skillet with pam using a cookie cutter , cut a hole in center of bread slices place bread slices in skillet and break 1 egg into center of each one let bottom brown and flip over to brown other side you can add cheese if you wish here's lookin' at you !","[""bread"", ""egg""]",2,5.0,3,4.816225869274919,3,3,1.3862943611198906,1.3862943611198906,1.3862943611198906,"[""breakfast""]","[""bread""]","[""egg""]",[],2,1.0043198,10.0,4.816225869274919,"[""bread"", ""egg""]","[""bread"", ""egg""]","[""bread"", ""egg""]",True,"[""bread"", ""egg""]","[""bread"", ""egg""]",[],"[""bread"", ""egg""]",[],"[""bread"", ""egg""]",[],"[""bread"", ""egg""]",bread egg,13,1.011448,[],0,2,2,0.4,1.0,0.0,0,0.8333333333333334,0.9540564673187297,0.0,0.4,0.6298941880566232
basic omelet,201097,8,409897,2006-12-19,"['15-minutes-or-less', 'time-to-make', 'main-ingredient', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'very-low-carbs', 'eggs-dairy', 'easy', 'beginner-cook', 'eggs', 'dietary', 'low-calorie', 'low-carb', 'low-in-something', 'number-of-servings']","[298.9, 29.0, 4.0, 17.0, 45.0, 37.0, 2.0]",8,"['break open the eggs into a bowl', 'add the milk , salt and pepper', 'whisk until smooth', 'add a little oil to a pan , and allow to heat up on a medium heat', 'add the mix to the pan', 'when the edges of the omelet start to peel away , add your fillings to one half', 'after a further minute or so , fold the omelet in half , and alow to seal for a further minute', 'serve and enjoy']",quick basic omelet mix--just add any fillings you want.,"['eggs', 'milk', 'salt', 'pepper']",4,"[""eggs"", ""milk"", ""salt"", ""pepper""]","[""15-minutes-or-less"", ""time-to-make"", ""main-ingredient"", ""preparation"", ""for-1-or-2"", ""5-ingredients-or-less"", ""very-low-carbs"", ""eggs-dairy"", ""easy"", ""beginner-cook"", ""eggs"", ""dietary"", ""low-calorie"", ""low-carb"", ""low-in-something"", ""number-of-servings""]","[""break open the eggs into a bowl"", ""add the milk , salt and pepper"", ""whisk until smooth"", ""add a little oil to a pan , and allow to heat up on a medium heat"", ""add the mix to the pan"", ""when the edges of the omelet start to peel away , add your fillings to one half"", ""after a further minute or so , fold the omelet in half , and alow to seal for a further minute"", ""serve and enjoy""]",298.9,29.0,4.0,17.0,45.0,37.0,2.0,"[""egg"", ""milk"", ""pepper"", ""salt""]","[""egg"", ""milk"", ""pepper"", ""salt""]",18432,2.1972245773362196,5.703449085754963,3.4011973816621555,1.6094379124341003,2.8903717578961645,3.828641396489095,3.6375861597263857,1.0986122886681098,"break open the eggs into a bowl add the milk , salt and pepper whisk until smooth add a little oil to a pan , and allow to heat up on a medium heat add the mix to the pan when the edges of the omelet start to peel away , add your fillings to one half after a further minute or so , fold the omelet in half , and alow to seal for a further minute serve and enjoy","[""egg"", ""milk"", ""pepper""]",3,5.0,1,4.693709782124865,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,"[""breakfast"", ""brunch""]","[""egg_dish""]","[""egg""]",[],2,0.90883666,8.0,4.693709782124865,"[""egg"", ""milk"", ""salt"", ""pepper""]","[""egg"", ""milk"", ""salt"", ""pepper""]","[""egg"", ""milk"", ""pepper"", ""salt""]",True,"[""egg"", ""milk""]","[""egg"", ""milk""]",[],"[""egg"", ""milk""]",[],"[""egg"", ""milk""]",[],"[""egg"", ""milk"", ""salt"", ""pepper""]",egg milk salt pepper,0,0.744205,[],0,2,2,0.4,1.0,0.0,0,0.8666666666666667,0.9234274455312161,0.0,0.4,0.6276014245388165
eggs shaken  not stirred,359793,15,124190,2009-03-08,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', '5-ingredients-or-less', 'very-low-carbs', 'breakfast', 'eggs-dairy', 'easy', 'beginner-cook', 'diabetic', 'kid-friendly', 'eggs', 'dietary', 'low-carb', 'inexpensive', 'toddler-friendly', 'low-in-something', 'brunch']","[151.9, 15.0, 3.0, 12.0, 25.0, 16.0, 0.0]",9,"['place all ingredients into a lidded storage container', 'shake vigourously', 'the salt helps the eggs to break up and scramble', 'this usually takes about 1', '5-2 minutes', 'allow container to sit , so the eggs can get off the inside of the lid', 'cook eggs in preheated pan until desired doneness', 'i take mine off when they are still just a bit wet , because they finish cooking while you get the plates , etc ready', 'serve with toast and sliced fruit for a fast , healthy breakfast !']","great recipe to help the kids get involved in the kitchen! my kids are always wanting to stir the eggs when we make scrambled eggs, and half the eggs spill out of the dish from their enthusiastic ""helping!"" this method allows them to help, without making a mess. once the eggs are shaken, they can be stored in the fridge for convenience as well. shake the eggs up before work in the morning, and have breakfast for dinner! or, you can shake your eggs up before bed, and have breakfast done in minutes.","['eggs', 'milk', 'salt', 'pepper']",4,"[""eggs"", ""milk"", ""salt"", ""pepper""]","[""15-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""occasion"", ""5-ingredients-or-less"", ""very-low-carbs"", ""breakfast"", ""eggs-dairy"", ""easy"", ""beginner-cook"", ""diabetic"", ""kid-friendly"", ""eggs"", ""dietary"", ""low-carb"", ""inexpensive"", ""toddler-friendly"", ""low-in-something"", ""brunch""]","[""place all ingredients into a lidded storage container"", ""shake vigourously"", ""the salt helps the eggs to break up and scramble"", ""this usually takes about 1"", ""5-2 minutes"", ""allow container to sit , so the eggs can get off the inside of the lid"", ""cook eggs in preheated pan until desired doneness"", ""i take mine off when they are still just a bit wet , because they finish cooking while you get the plates , etc ready"", ""serve with toast and sliced fruit for a fast , healthy breakfast !""]",151.9,15.0,3.0,12.0,25.0,16.0,0.0,"[""egg"", ""milk"", ""pepper"", ""salt""]","[""egg"", ""milk"", ""pepper"", ""salt""]",79794,2.772588722239781,5.029784112935016,2.772588722239781,1.3862943611198906,2.5649493574615367,3.258096538021482,2.833213344056216,0.0,"place all ingredients into a lidded storage container shake vigourously the salt helps the eggs to break up and scramble this usually takes about 1 5-2 minutes allow container to sit , so the eggs can get off the inside of the lid cook eggs in preheated pan until desired doneness i take mine off when they are still just a bit wet , because they finish cooking while you get the plates , etc ready serve with toast and sliced fruit for a fast , healthy breakfast !","[""egg"", ""milk"", ""pepper""]",3,5.0,1,4.693709782124865,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,"[""breakfast"", ""brunch""]",[],"[""egg""]",[],2,0.90883666,15.0,4.693709782124865,"[""egg"", ""milk"", ""salt"", ""pepper""]","[""egg"", ""milk"", ""salt"", ""pepper""]","[""egg"", ""milk"", ""pepper"", ""salt""]",True,"[""egg"", ""milk""]","[""egg"", ""milk""]",[],"[""egg"", ""milk""]",[],"[""egg"", ""milk""]",[],"[""egg"", ""milk"", ""salt"", ""pepper""]",egg milk salt pepper,0,0.744205,[],0,2,2,0.4,1.0,0.0,0,0.75,0.9234274455312161,0.0,0.4,0.6063893033266953
