name,id,minutes,contributor_id,submitted,tags,nutrition,n_steps,steps,description,ingredients,n_ingredients,ingredients_list,tags_list,steps_list,calories,total_fat_pdv,sugar_pdv,sodium_pdv,protein_pdv,saturated_fat_pdv,carbohydrates_pdv,ingredients_norm,ingredients_set,base_position,log_minutes,log_calories,log_total_fat_pdv,log_sugar_pdv,log_sodium_pdv,log_protein_pdv,log_saturated_fat_pdv,log_carbohydrates_pdv,steps_text,core_ingredients,n_core_ingredients,rating_mean,rating_count,bayesian_rating,interaction_count,review_count,log_rating_count,log_interaction_count,log_review_count,course_category,dish_type,main_ingredient_group,cuisine,eda_cluster,eda_center_distance,minutes_rec,bayesian_rating_rec,ing_base,ing,ingredient_set,is_meal_candidate,core_set,main_ings_rule1_2,sub_ings_rule1_2,main_ings_rule2,sub_ings_rule2,main_ings,sub_ings,ing_tokens,ingredient_text,taste_cluster,taste_center_distance,missing_core,missing_count,owned_main_count,owned_core_count,utilization,match_ratio,purchase_cost,max_missing_tier,time_score,rating_score,preference_score,ingredient_score,purchase_score,final_score
extra tasty scrambled eggs,291901,10,446523,2008-03-13,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'breakfast', 'eggs-dairy', 'easy', 'cheese', 'eggs', 'dietary']","[196.0, 16.0, 6.0, 12.0, 20.0, 24.0, 4.0]",9,"['combine milk and eggs in a bowl and whisk together', 'season with salt and pepper', 'melt the butter in a small non-stick frying pan over medium-low heat', 'once foaming , pour in the egg mixture', 'use a wooden spoon to stir occasionally , for 4-5 minutes or until almost set', 'remove pan from heat and stir in mainland extra tasty cheese', 'meanwhile , toast the bread', 'serve the eggs with the toast', 'garnishing with parsley or chives is optional']",easy for a weekend breaky,"['eggs', 'milk', 'salt & freshly ground black pepper', 'butter', 'cheddar cheese', 'bread']",6,"[""eggs"", ""milk"", ""salt & freshly ground black pepper"", ""butter"", ""cheddar cheese"", ""bread""]","[""15-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""breakfast"", ""eggs-dairy"", ""easy"", ""cheese"", ""eggs"", ""dietary""]","[""combine milk and eggs in a bowl and whisk together"", ""season with salt and pepper"", ""melt the butter in a small non-stick frying pan over medium-low heat"", ""once foaming , pour in the egg mixture"", ""use a wooden spoon to stir occasionally , for 4-5 minutes or until almost set"", ""remove pan from heat and stir in mainland extra tasty cheese"", ""meanwhile , toast the bread"", ""serve the eggs with the toast"", ""garnishing with parsley or chives is optional""]",196.0,16.0,6.0,12.0,20.0,24.0,4.0,"[""bread"", ""butter"", ""cheddar cheese"", ""egg"", ""milk"", ""salt & freshly ground black pepper""]","[""bread"", ""butter"", ""cheddar cheese"", ""egg"", ""milk"", ""salt & freshly ground black pepper""]",81385,2.3978952727983707,5.2832037287379885,2.833213344056216,1.9459101490553132,2.5649493574615367,3.044522437723423,3.2188758248682006,1.6094379124341003,"combine milk and eggs in a bowl and whisk together season with salt and pepper melt the butter in a small non-stick frying pan over medium-low heat once foaming , pour in the egg mixture use a wooden spoon to stir occasionally , for 4-5 minutes or until almost set remove pan from heat and stir in mainland extra tasty cheese meanwhile , toast the bread serve the eggs with the toast garnishing with parsley or chives is optional","[""bread"", ""cheddar cheese"", ""egg"", ""milk"", ""salt & freshly ground black pepper""]",5,4.8,10,4.75676077886455,10,10,2.3978952727983707,2.3978952727983707,2.3978952727983707,"[""breakfast""]",[],"[""dairy_cheese"", ""egg""]",[],2,0.9471288,10.0,4.75676077886455,"[""egg"", ""milk"", ""salt & freshly ground black pepper"", ""butter"", ""cheddar cheese"", ""bread""]","[""egg"", ""milk"", ""salt & freshly ground black pepper"", ""butter"", ""cheddar cheese"", ""bread""]","[""bread"", ""butter"", ""cheddar cheese"", ""egg"", ""milk"", ""salt & freshly ground black pepper""]",True,"[""bread"", ""butter"", ""cheddar cheese"", ""egg"", ""milk""]","[""bread"", ""cheddar cheese"", ""egg"", ""milk""]","[""butter""]","[""butter"", ""cheddar cheese"", ""egg"", ""milk""]","[""bread""]","[""bread"", ""cheddar cheese"", ""egg"", ""milk""]","[""butter""]","[""egg"", ""milk"", ""salt_freshly_ground_black_pepper"", ""butter"", ""cheddar_cheese"", ""bread""]",egg milk salt_freshly_ground_black_pepper butter cheddar_cheese bread,0,0.8467671,"[""butter""]",1,4,4,0.8,0.8,1.3333333333333333,2,0.8333333333333334,0.9391901947161374,0.0,0.8,0.6666666666666667,0.7885981615092756
crispy carrots,362716,10,1212132,2009-03-24,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', '5-ingredients-or-less', 'side-dishes', 'vegetables', 'easy', 'dietary', 'low-sodium', 'low-saturated-fat', 'low-calorie', 'low-carb', 'low-in-something', 'carrots', '3-steps-or-less']","[57.3, 3.0, 12.0, 3.0, 6.0, 3.0, 2.0]",5,"['combine eggs and onion', 'mix in carrots', 'make 8 to 9 patties about 1 / 2 cup each', 'flatten in nonstick skillet and cook until crisp and golden brown', 'turn only once']",carrot patties,"['eggs', 'onion', 'carrots']",3,"[""eggs"", ""onion"", ""carrots""]","[""15-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""5-ingredients-or-less"", ""side-dishes"", ""vegetables"", ""easy"", ""dietary"", ""low-sodium"", ""low-saturated-fat"", ""low-calorie"", ""low-carb"", ""low-in-something"", ""carrots"", ""3-steps-or-less""]","[""combine eggs and onion"", ""mix in carrots"", ""make 8 to 9 patties about 1 / 2 cup each"", ""flatten in nonstick skillet and cook until crisp and golden brown"", ""turn only once""]",57.3,3.0,12.0,3.0,6.0,3.0,2.0,"[""carrots"", ""egg"", ""onion""]","[""carrots"", ""egg"", ""onion""]",64716,2.3978952727983707,4.065602093356446,1.3862943611198906,2.5649493574615367,1.3862943611198906,1.9459101490553132,1.3862943611198906,1.0986122886681098,combine eggs and onion mix in carrots make 8 to 9 patties about 1 / 2 cup each flatten in nonstick skillet and cook until crisp and golden brown turn only once,"[""carrots"", ""egg""]",2,5.0,1,4.693709782124865,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,"[""side_dish""]",[],"[""vegetable""]",[],4,0.964696,10.0,4.693709782124865,"[""egg"", ""onion"", ""carrots""]","[""egg"", ""onion"", ""carrot""]","[""carrot"", ""egg"", ""onion""]",True,"[""carrot"", ""egg"", ""onion""]","[""carrot"", ""egg"", ""onion""]",[],"[""carrot"", ""egg"", ""onion""]",[],"[""carrot"", ""egg"", ""onion""]",[],"[""egg"", ""onion"", ""carrot""]",egg onion carrot,2,0.9543937,"[""carrot""]",1,2,2,0.4,0.6666666666666666,1.0,1,0.8333333333333334,0.9234274455312161,0.0,0.5333333333333333,0.75,0.7116843127037696
muffin eggs,258084,21,531155,2007-10-10,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', '5-ingredients-or-less', 'very-low-carbs', 'breakfast', 'eggs-dairy', 'easy', 'vegetarian', 'dietary', 'low-carb', 'inexpensive', 'low-in-something', 'brunch', '3-steps-or-less']","[69.6, 7.0, 1.0, 3.0, 10.0, 10.0, 0.0]",6,"['preheat oven to 350 and spray muffin tin with nonstick cooking spray', 'whisk eggs until well beaten and add milk , desired amount of cheese and peppers', 'mix well', 'fill 6 muffin cups 3 / 4 full with egg mixture', 'bake for about 16 minutes or until just done', 'do not overcook as this will dry out the eggs and make them hard !']","not really a muffin, but muffin-shaped. i have seen a similar recipe somewhere on this site before and came up with my own version this morning.","['eggs', 'cheddar cheese', 'frozen peppers and onions', 'milk']",4,"[""eggs"", ""cheddar cheese"", ""frozen peppers and onions"", ""milk""]","[""30-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""occasion"", ""5-ingredients-or-less"", ""very-low-carbs"", ""breakfast"", ""eggs-dairy"", ""easy"", ""vegetarian"", ""dietary"", ""low-carb"", ""inexpensive"", ""low-in-something"", ""brunch"", ""3-steps-or-less""]","[""preheat oven to 350 and spray muffin tin with nonstick cooking spray"", ""whisk eggs until well beaten and add milk , desired amount of cheese and peppers"", ""mix well"", ""fill 6 muffin cups 3 / 4 full with egg mixture"", ""bake for about 16 minutes or until just done"", ""do not overcook as this will dry out the eggs and make them hard !""]",69.6,7.0,1.0,3.0,10.0,10.0,0.0,"[""cheddar cheese"", ""egg"", ""frozen peppers and onions"", ""milk""]","[""cheddar cheese"", ""egg"", ""frozen peppers and onions"", ""milk""]",140304,3.091042453358316,4.257030144499196,2.0794415416798357,0.6931471805599453,1.3862943611198906,2.3978952727983707,2.3978952727983707,0.0,"preheat oven to 350 and spray muffin tin with nonstick cooking spray whisk eggs until well beaten and add milk , desired amount of cheese and peppers mix well fill 6 muffin cups 3 / 4 full with egg mixture bake for about 16 minutes or until just done do not overcook as this will dry out the eggs and make them hard !","[""cheddar cheese"", ""egg"", ""frozen peppers and onions"", ""milk""]",4,5.0,1,4.693709782124865,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,"[""breakfast"", ""brunch""]",[],"[""egg_dairy_unspecified""]",[],2,0.9546887,21.0,4.693709782124865,"[""egg"", ""cheddar cheese"", ""frozen peppers and onions"", ""milk""]","[""egg"", ""cheddar cheese"", ""frozen peppers and onions"", ""milk""]","[""cheddar cheese"", ""egg"", ""frozen peppers and onions"", ""milk""]",True,"[""cheddar cheese"", ""egg"", ""frozen peppers and onions"", ""milk""]","[""cheddar cheese"", ""egg"", ""milk""]","[""frozen peppers and onions""]","[""cheddar cheese"", ""egg"", ""milk""]","[""frozen peppers and onions""]","[""cheddar cheese"", ""egg"", ""milk""]","[""frozen peppers and onions""]","[""egg"", ""cheddar_cheese"", ""frozen_peppers_and_onions"", ""milk""]",egg cheddar_cheese frozen_peppers_and_onions milk,0,0.773095,"[""frozen peppers and onions""]",1,3,3,0.6,0.75,1.0,1,0.65,0.9234274455312161,0.0,0.675,0.75,0.741892646037103
basic crepes mix in blender,124131,5,214855,2005-05-31,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-large-groups', 'healthy', '5-ingredients-or-less', 'pancakes-and-waffles', 'breads', 'breakfast', 'easy', 'kid-friendly', 'food-processor-blender', 'dietary', 'equipment', 'small-appliance', 'number-of-servings', '3-steps-or-less']","[42.5, 1.0, 0.0, 2.0, 3.0, 1.0, 2.0]",2,"['place ingredients in blender in order given', 'blend until well mixed']","a quick easy crepe batter that can be made sweet or savoury. keeps well in the fridge for 2 days.
for a sweet crepe add 1 teaspoon vanilla extract and 1 tablespoon sugar/splenda to the recipe.","['flour', 'eggs', 'milk', 'water', 'salt']",5,"[""flour"", ""eggs"", ""milk"", ""water"", ""salt""]","[""15-minutes-or-less"", ""time-to-make"", ""course"", ""preparation"", ""for-large-groups"", ""healthy"", ""5-ingredients-or-less"", ""pancakes-and-waffles"", ""breads"", ""breakfast"", ""easy"", ""kid-friendly"", ""food-processor-blender"", ""dietary"", ""equipment"", ""small-appliance"", ""number-of-servings"", ""3-steps-or-less""]","[""place ingredients in blender in order given"", ""blend until well mixed""]",42.5,1.0,0.0,2.0,3.0,1.0,2.0,"[""egg"", ""flour"", ""milk"", ""salt"", ""water""]","[""egg"", ""flour"", ""milk"", ""salt"", ""water""]",18318,1.791759469228055,3.7727609380946383,0.6931471805599453,0.0,1.0986122886681098,1.3862943611198906,0.6931471805599453,1.0986122886681098,place ingredients in blender in order given blend until well mixed,"[""egg"", ""milk""]",2,5.0,1,4.693709782124865,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,"[""breakfast""]","[""bread"", ""pancake_waffle""]",[],[],5,0.8305003,5.0,4.693709782124865,"[""flour"", ""egg"", ""milk"", ""water"", ""salt""]","[""flour"", ""egg"", ""milk"", ""water"", ""salt""]","[""egg"", ""flour"", ""milk"", ""salt"", ""water""]",True,"[""egg"", ""flour"", ""milk""]","[""egg"", ""flour"", ""milk""]",[],"[""egg"", ""flour"", ""milk""]",[],"[""egg"", ""flour"", ""milk""]",[],"[""flour"", ""egg"", ""milk"", ""water"", ""salt""]",flour egg milk water salt,0,0.70882434,"[""flour""]",1,2,2,0.4,0.6666666666666666,1.0,1,0.9166666666666666,0.9234274455312161,0.0,0.5333333333333333,0.75,0.7221009793704364
grandma s easy french toast,68914,7,28604,2003-08-13,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', '5-ingredients-or-less', 'breakfast', 'lunch', 'main-dish', 'eggs-dairy', 'american', 'easy', 'beginner-cook', 'fall', 'holiday-event', 'kid-friendly', 'winter', 'stove-top', 'dietary', 'low-sodium', 'seasonal', 'low-calorie', 'comfort-food', 'low-carb', 'inexpensive', 'toddler-friendly', 'low-in-something', 'brunch', 'taste-mood', 'equipment', 'number-of-servings', 'presentation', 'served-hot']","[42.2, 3.0, 0.0, 3.0, 4.0, 6.0, 0.0]",6,"['mix all ingredients together', 'heat skillet , butter it', 'quickly coat bread with mixture and place on skillet', 'cook until lightly brown on each side', 'serve with maple syrup and butter !', 'enjoy !']","this is the recipe for french toast that i grew up on, and it is probably the easiest one to prepare around! it serves plenty, and with a nice big glass of milk and some log cabin maple syrup, you are good to go! i hope you enjoy!","['milk', 'vanilla extract', 'salt', 'eggs', 'bread']",5,"[""milk"", ""vanilla extract"", ""salt"", ""eggs"", ""bread""]","[""15-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""cuisine"", ""preparation"", ""occasion"", ""north-american"", ""5-ingredients-or-less"", ""breakfast"", ""lunch"", ""main-dish"", ""eggs-dairy"", ""american"", ""easy"", ""beginner-cook"", ""fall"", ""holiday-event"", ""kid-friendly"", ""winter"", ""stove-top"", ""dietary"", ""low-sodium"", ""seasonal"", ""low-calorie"", ""comfort-food"", ""low-carb"", ""inexpensive"", ""toddler-friendly"", ""low-in-something"", ""brunch"", ""taste-mood"", ""equipment"", ""number-of-servings"", ""presentation"", ""served-hot""]","[""mix all ingredients together"", ""heat skillet , butter it"", ""quickly coat bread with mixture and place on skillet"", ""cook until lightly brown on each side"", ""serve with maple syrup and butter !"", ""enjoy !""]",42.2,3.0,0.0,3.0,4.0,6.0,0.0,"[""bread"", ""egg"", ""milk"", ""salt"", ""vanilla extract""]","[""bread"", ""egg"", ""milk"", ""salt"", ""vanilla extract""]",95260,2.0794415416798357,3.765840495250065,1.3862943611198906,0.0,1.3862943611198906,1.6094379124341003,1.9459101490553132,0.0,"mix all ingredients together heat skillet , butter it quickly coat bread with mixture and place on skillet cook until lightly brown on each side serve with maple syrup and butter ! enjoy !","[""bread"", ""egg"", ""milk"", ""vanilla extract""]",4,4.0,1,4.360376448791532,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,"[""breakfast"", ""brunch"", ""lunch"", ""main_dish""]",[],"[""egg_dairy_unspecified""]","[""american""]",2,0.9111364,7.0,4.360376448791532,"[""milk"", ""vanilla extract"", ""salt"", ""egg"", ""bread""]","[""milk"", ""vanilla extract"", ""salt"", ""egg"", ""bread""]","[""bread"", ""egg"", ""milk"", ""salt"", ""vanilla extract""]",True,"[""bread"", ""egg"", ""milk"", ""vanilla extract""]","[""bread"", ""egg"", ""milk""]","[""vanilla extract""]","[""bread"", ""egg"", ""milk"", ""vanilla extract""]",[],"[""bread"", ""egg"", ""milk""]","[""vanilla extract""]","[""milk"", ""vanilla_extract"", ""salt"", ""egg"", ""bread""]",milk vanilla_extract salt egg bread,0,0.846037,"[""vanilla extract""]",1,3,3,0.6,0.75,1.3333333333333333,2,0.8833333333333333,0.8400941121978831,0.0,0.675,0.6666666666666667,0.729392646037103
pepper cheese scramble,146286,10,186802,2005-11-25,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'very-low-carbs', 'breakfast', 'main-dish', 'eggs-dairy', 'easy', 'eggs', 'dietary', 'low-carb', 'low-in-something', 'number-of-servings']","[469.9, 52.0, 11.0, 23.0, 67.0, 84.0, 1.0]",6,"['whisk together eggs , milk , salt and pepper', 'pour in buttered skillet', 'add green pepper', 'turn until just set , then add cheese', 'slide out onto plate', 'serve with toast of choice']",this is an easy breakfast and also very delicious.  it takes little time to prepare and cook.  cutting up the pepper takes the longest.,"['eggs', 'green pepper', 'cheddar cheese', 'milk', 'salt and pepper']",5,"[""eggs"", ""green pepper"", ""cheddar cheese"", ""milk"", ""salt and pepper""]","[""15-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""for-1-or-2"", ""5-ingredients-or-less"", ""very-low-carbs"", ""breakfast"", ""main-dish"", ""eggs-dairy"", ""easy"", ""eggs"", ""dietary"", ""low-carb"", ""low-in-something"", ""number-of-servings""]","[""whisk together eggs , milk , salt and pepper"", ""pour in buttered skillet"", ""add green pepper"", ""turn until just set , then add cheese"", ""slide out onto plate"", ""serve with toast of choice""]",469.9,52.0,11.0,23.0,67.0,84.0,1.0,"[""cheddar cheese"", ""egg"", ""green pepper"", ""milk"", ""salt and pepper""]","[""cheddar cheese"", ""egg"", ""green pepper"", ""milk"", ""salt and pepper""]",157758,2.3978952727983707,6.154645757249509,3.970291913552122,2.4849066497880004,3.1780538303479458,4.219507705176107,4.442651256490317,0.6931471805599453,"whisk together eggs , milk , salt and pepper pour in buttered skillet add green pepper turn until just set , then add cheese slide out onto plate serve with toast of choice","[""cheddar cheese"", ""egg"", ""green pepper"", ""milk"", ""salt and pepper""]",5,5.0,1,4.693709782124865,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,"[""breakfast"", ""main_dish""]",[],"[""egg""]",[],3,0.87434614,10.0,4.693709782124865,"[""egg"", ""green pepper"", ""cheddar cheese"", ""milk"", ""salt and pepper""]","[""egg"", ""green pepper"", ""cheddar cheese"", ""milk"", ""salt and pepper""]","[""cheddar cheese"", ""egg"", ""green pepper"", ""milk"", ""salt and pepper""]",True,"[""cheddar cheese"", ""egg"", ""green pepper"", ""milk""]","[""cheddar cheese"", ""egg"", ""green pepper"", ""milk""]",[],"[""cheddar cheese"", ""egg"", ""green pepper"", ""milk""]",[],"[""cheddar cheese"", ""egg"", ""green pepper"", ""milk""]",[],"[""egg"", ""green_pepper"", ""cheddar_cheese"", ""milk"", ""salt_and_pepper""]",egg green_pepper cheddar_cheese milk salt_and_pepper,9,0.87916833,"[""green pepper""]",1,3,3,0.6,0.75,1.3333333333333333,2,0.8333333333333334,0.9234274455312161,0.0,0.675,0.6666666666666667,0.738767646037103
egg fried bread,96815,8,139830,2004-08-03,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', '5-ingredients-or-less', 'omelets-and-frittatas', 'breads', 'breakfast', 'side-dishes', 'eggs-dairy', 'easy', 'beginner-cook', 'eggs', 'dietary']","[193.3, 17.0, 5.0, 11.0, 16.0, 27.0, 4.0]",5,"['beat the eggs and milk', 'put into a bowl and add the bread and soak', 'heat the butter in a frying pan', 'fry the saturated bread until it is golden brown on each side', 'serve']","my mother used to make this, it is quick and simple. we serve it with breakfast, sausages, bacon and tomatoes. it can however be eaten sweet with syrup or jelly (jam in u.k. english).","['bread', 'eggs', 'milk', 'butter']",4,"[""bread"", ""eggs"", ""milk"", ""butter""]","[""15-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""preparation"", ""5-ingredients-or-less"", ""omelets-and-frittatas"", ""breads"", ""breakfast"", ""side-dishes"", ""eggs-dairy"", ""easy"", ""beginner-cook"", ""eggs"", ""dietary""]","[""beat the eggs and milk"", ""put into a bowl and add the bread and soak"", ""heat the butter in a frying pan"", ""fry the saturated bread until it is golden brown on each side"", ""serve""]",193.3,17.0,5.0,11.0,16.0,27.0,4.0,"[""bread"", ""butter"", ""egg"", ""milk""]","[""bread"", ""butter"", ""egg"", ""milk""]",79053,2.1972245773362196,5.269403356383394,2.8903717578961645,1.791759469228055,2.4849066497880004,2.833213344056216,3.332204510175204,1.6094379124341003,beat the eggs and milk put into a bowl and add the bread and soak heat the butter in a frying pan fry the saturated bread until it is golden brown on each side serve,"[""bread"", ""egg"", ""milk""]",3,4.714285714285714,7,4.675681038486066,8,8,2.0794415416798357,2.1972245773362196,2.1972245773362196,"[""breakfast"", ""side_dish""]","[""bread"", ""egg_dish""]","[""egg""]",[],2,0.9081548,8.0,4.675681038486066,"[""bread"", ""egg"", ""milk"", ""butter""]","[""bread"", ""egg"", ""milk"", ""butter""]","[""bread"", ""butter"", ""egg"", ""milk""]",True,"[""bread"", ""butter"", ""egg"", ""milk""]","[""bread"", ""egg"", ""milk""]","[""butter""]","[""bread"", ""butter"", ""egg"", ""milk""]",[],"[""bread"", ""egg"", ""milk""]","[""butter""]","[""bread"", ""egg"", ""milk"", ""butter""]",bread egg milk butter,0,0.79106915,"[""butter""]",1,3,3,0.6,0.75,1.3333333333333333,2,0.8666666666666667,0.9189202596215165,0.0,0.675,0.6666666666666667,0.742089215345701
cheddar tomato eggs,146058,15,86764,2005-11-23,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', '5-ingredients-or-less', 'omelets-and-frittatas', 'breakfast', 'eggs-dairy', 'american', 'easy', 'beginner-cook', 'cheese', 'eggs', 'dietary', 'low-calorie', 'low-carb', 'inexpensive', 'low-in-something', 'brunch', 'presentation', 'served-hot', '3-steps-or-less']","[265.2, 25.0, 26.0, 22.0, 36.0, 35.0, 3.0]",11,"['the amount of eggs you use will depend on how long to cook the eggs , especially in a newer microwave', 'i prepared this the other night in my new convection oven and only used two eggs', 'the time was about 2-3 minutes and i stood there and watched them closely , stopping a couple of times to stir them', 'remember , microwaves vary in power and when changing the ingredient amounts , the time might change too', 'novice cooks might not realize that , so if you screw up a couple of eggs , just try it again', 'this is delicious and worth the few minutes', 'stir together ingredients', 'place in a microwave-safe dish and cover with plastic wrap', 'microwave on medium heat for 3 minutes', 'microwave 3 more minutes after turning', 'let stand 1 minute']","we made these eggs in my food science class in college.  i thought, ""eeeww...yuck!"" when i read the recipe.  when i tried them, i couldn't get enough of them.  i was eating them every morning for a month till i finally wore myself out with them.  they are best with fresh garden tomatoes, but those crunchy ones at the market in january will work too because you're cooking them.  please read the complete recipe and reviews (for hints and tips) before preparing!!","['eggs', 'cheddar cheese', 'diced tomatoes', 'onions', 'salt and pepper']",5,"[""eggs"", ""cheddar cheese"", ""diced tomatoes"", ""onions"", ""salt and pepper""]","[""15-minutes-or-less"", ""time-to-make"", ""course"", ""main-ingredient"", ""cuisine"", ""preparation"", ""occasion"", ""north-american"", ""5-ingredients-or-less"", ""omelets-and-frittatas"", ""breakfast"", ""eggs-dairy"", ""american"", ""easy"", ""beginner-cook"", ""cheese"", ""eggs"", ""dietary"", ""low-calorie"", ""low-carb"", ""inexpensive"", ""low-in-something"", ""brunch"", ""presentation"", ""served-hot"", ""3-steps-or-less""]","[""the amount of eggs you use will depend on how long to cook the eggs , especially in a newer microwave"", ""i prepared this the other night in my new convection oven and only used two eggs"", ""the time was about 2-3 minutes and i stood there and watched them closely , stopping a couple of times to stir them"", ""remember , microwaves vary in power and when changing the ingredient amounts , the time might change too"", ""novice cooks might not realize that , so if you screw up a couple of eggs , just try it again"", ""this is delicious and worth the few minutes"", ""stir together ingredients"", ""place in a microwave-safe dish and cover with plastic wrap"", ""microwave on medium heat for 3 minutes"", ""microwave 3 more minutes after turning"", ""let stand 1 minute""]",265.2,25.0,26.0,22.0,36.0,35.0,3.0,"[""cheddar cheese"", ""diced tomatoes"", ""egg"", ""onion"", ""salt and pepper""]","[""cheddar cheese"", ""diced tomatoes"", ""egg"", ""onion"", ""salt and pepper""]",39048,2.772588722239781,5.5842479059610115,3.258096538021482,3.295836866004329,3.1354942159291497,3.6109179126442243,3.58351893845611,1.3862943611198906,"the amount of eggs you use will depend on how long to cook the eggs , especially in a newer microwave i prepared this the other night in my new convection oven and only used two eggs the time was about 2-3 minutes and i stood there and watched them closely , stopping a couple of times to stir them remember , microwaves vary in power and when changing the ingredient amounts , the time might change too novice cooks might not realize that , so if you screw up a couple of eggs , just try it again this is delicious and worth the few minutes stir together ingredients place in a microwave-safe dish and cover with plastic wrap microwave on medium heat for 3 minutes microwave 3 more minutes after turning let stand 1 minute","[""cheddar cheese"", ""diced tomatoes"", ""egg"", ""salt and pepper""]",4,4.625,16,4.615618297020811,17,17,2.833213344056216,2.8903717578961645,2.8903717578961645,"[""breakfast"", ""brunch""]","[""egg_dish""]","[""dairy_cheese"", ""egg""]","[""american""]",3,0.7892419,15.0,4.615618297020811,"[""egg"", ""cheddar cheese"", ""diced tomatoes"", ""onion"", ""salt and pepper""]","[""egg"", ""cheddar cheese"", ""diced tomatoes"", ""onion"", ""salt and pepper""]","[""cheddar cheese"", ""diced tomatoes"", ""egg"", ""onion"", ""salt and pepper""]",True,"[""cheddar cheese"", ""diced tomatoes"", ""egg"", ""onion""]","[""cheddar cheese"", ""diced tomatoes"", ""egg"", ""onion""]",[],"[""cheddar cheese"", ""diced tomatoes"", ""egg"", ""onion""]",[],"[""cheddar cheese"", ""diced tomatoes"", ""egg"", ""onion""]",[],"[""egg"", ""cheddar_cheese"", ""diced_tomatoes"", ""onion"", ""salt_and_pepper""]",egg cheddar_cheese diced_tomatoes onion salt_and_pepper,9,0.7877096,"[""diced tomatoes""]",1,3,3,0.6,0.75,1.3333333333333333,2,0.75,0.9039045742552028,0.0,0.675,0.6666666666666667,0.7246904410061838
